variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Species,Brood,Sex
sigma,3.523280547391401,3.5090120162222016,0.25399019557952845,0.2531583278346565,3.1327726424845177,3.959757047125669,1.0014228248935966,4706.208590733244,2623.410458398357,Pieris brassicae,Brood2,male
Intercept,57.14453432478864,57.14166171185717,0.3335928359976589,0.33157151095722925,56.59081172250011,57.68223178739488,1.0038953968297237,4890.223954740385,2975.694914561505,Pieris brassicae,Brood2,male
lprior,-4.618176235482707,-4.614271636835019,0.08632085237737927,0.08848897949943325,-4.765371606750354,-4.486673751558836,1.00092398604426,4541.243698306982,3006.769777888879,Pieris brassicae,Brood2,male
lp__,-286.97678462205744,-286.6842404152376,1.5608328629145114,1.4060301408024978,-289.95150968291136,-285.02566034195,1.0017624270180783,2051.1278296915793,2916.2733915307585,Pieris brassicae,Brood2,male
b_Intercept,55.68099045085591,55.413109288102284,29.082798583288877,28.839647996218623,7.734510353912643,104.36924800462076,0.9995777424549851,3364.462058177243,2894.4838711837074,Aricia agestis,Brood1,male
b_Year,0.006697541024181148,0.006534614247013874,0.008261316874765756,0.00814723962286658,-0.006793529382634808,0.020157358365565405,1.0021522620932248,5294.924114969043,2872.3415295105638,Aricia agestis,Brood1,male
b_Develop_Temp,-0.2956188028796567,-0.29651268756777494,0.3543544418204969,0.35274903715314904,-0.8901540801849935,0.29142243659791256,1.000311759391167,3108.1944562562235,3218.852692019997,Aricia agestis,Brood1,male
b_decimalLatitude,-0.8453858632068332,-0.8460173874349703,0.47336355739796937,0.47180630920588984,-1.630858545498419,-0.06838650623330253,1.0006027563016766,3225.625185525107,3036.2843811546823,Aricia agestis,Brood1,male
sigma,2.089232998975611,2.0795493673808005,0.14670398074952798,0.1412262239845145,1.8700233588957715,2.3474935109278547,1.0009556255490168,3875.83283158211,2886.67449057777,Aricia agestis,Brood1,male
Intercept,22.64129484735523,22.640874006048193,0.20055272321796971,0.1949260954506492,22.31438106280205,22.970991329535767,1.00132779161436,5003.5500530377385,2537.2634566488355,Aricia agestis,Brood1,male
lprior,-10.717450614868767,-10.714968750787207,0.03599217724196266,0.035426901171654535,-10.779523635170209,-10.66160273201843,1.0023767666356653,4415.452237163682,2806.511554077056,Aricia agestis,Brood1,male
lp__,-240.1465048101101,-239.83858270063308,1.6498568881840996,1.4611401494747818,-243.2784279543486,-238.1153801352062,1.0031990400810764,1633.469509928417,2784.3595450712255,Aricia agestis,Brood1,male
b_Intercept,74.70907145440863,74.4619657479146,37.454524398946695,37.76305512680059,13.707541549475907,136.72533441623523,1.0012673597806843,4938.374489078438,3157.280128442542,Thecla betulae,Univoltine,female
b_Year,-0.011929696164346233,-0.012032776742918201,0.016840953246177754,0.016618533458353603,-0.039761314152449954,0.015912016515860924,1.0024922744486506,4798.525926366309,2919.765116171111,Thecla betulae,Univoltine,female
b_Develop_Temp,0.38278846657375215,0.38319595470940265,0.28569106702032554,0.27454120355559447,-0.0961811252417437,0.8506365321807452,1.0003310008407105,4498.811905650399,3148.968495338843,Thecla betulae,Univoltine,female
b_decimalLatitude,-0.41563921824941974,-0.4092637338731431,0.39707799322830806,0.4000468376879444,-1.0730256712280717,0.2282156260708385,0.9999500740834969,4175.537019235479,3159.4633899524397,Thecla betulae,Univoltine,female
sigma,2.6031428757495996,2.5935307088839297,0.17861810451376958,0.17320531622482993,2.326163783201882,2.920296717036486,1.0010898660079075,4947.278771480118,3117.4335974171313,Thecla betulae,Univoltine,female
Intercept,33.87140276074602,33.871135889369285,0.24868790476141636,0.24702131569583274,33.46996750176862,34.274887034007094,1.001893019569339,4507.0282113909825,2574.95711355401,Thecla betulae,Univoltine,female
lprior,-9.231151286789228,-9.228784945685883,0.057666825565484234,0.056705017156283,-9.330283335601065,-9.142035838817359,1.001044509070136,4959.685476933291,2645.224252148982,Thecla betulae,Univoltine,female
lp__,-266.74061604001247,-266.4285853270798,1.5664245458022388,1.3712007845948835,-269.78706766588834,-264.8556557004235,1.001465077560383,1772.4817820116011,2476.615117280076,Thecla betulae,Univoltine,female
b_Intercept,52.83316703712867,52.31566655329584,31.211009505211088,31.027630823547128,1.682877545334922,104.3208382141702,1.0009744643729641,4335.608385515833,3092.052651170521,Satyrium w-album,Univoltine,female
b_Year,-0.01429374680635716,-0.014277671261766081,0.011003273812610242,0.01101579474198411,-0.03282603519460016,0.004025737465060787,1.0004315276488485,4455.052448523274,3500.913104238359,Satyrium w-album,Univoltine,female
b_Develop_Temp,0.025975435531008107,0.0206628904143005,0.3136543670031136,0.3227560559056668,-0.48401176891882947,0.5439045115678725,1.0026989770243002,4738.770469252458,3121.894589063947,Satyrium w-album,Univoltine,female
b_decimalLatitude,0.07347325960562041,0.07654238858987997,0.330809427421483,0.33182599924058115,-0.475537960843328,0.6056646994484098,1.0019807972508368,4654.74901314918,3039.257994621538,Satyrium w-album,Univoltine,female
sigma,2.1508384394423787,2.144365342659361,0.1538304584348669,0.14607734657000054,1.9127810247217556,2.414387944519866,1.0017653282972068,5283.743780341182,2967.9595687992096,Satyrium w-album,Univoltine,female
Intercept,29.285262082614402,29.2843148664971,0.20527665206360432,0.20495714324144157,28.948144415742263,29.625441402418325,1.0035045544198427,5536.9990969446235,2750.752766353662,Satyrium w-album,Univoltine,female
lprior,-9.861410904141081,-9.860123489913775,0.04165090619536201,0.04091675534731317,-9.93297999296194,-9.796269639746587,1.001805762738367,5221.527248759245,2677.2683357286705,Satyrium w-album,Univoltine,female
lp__,-248.80580250243247,-248.4596733742575,1.6224786597445042,1.4129536939268283,-251.94713751650326,-246.80929814471156,1.002341886565903,1542.5999871402473,2220.3582404579975,Satyrium w-album,Univoltine,female
b_Intercept,91.38116849398618,91.51475447318634,53.92361394085413,54.65106777527476,3.8037330731409345,178.69327452232338,1.0000206370905698,3836.1691251643774,2692.9166326693094,Pieris brassicae,Brood1,Both
b_Year,-0.03907978571717649,-0.03917534729518478,0.012690335337196289,0.01257819067237241,-0.060237157426985856,-0.018631621986488756,1.0000634411168734,3994.6427338793474,2987.2597745006988,Pieris brassicae,Brood1,Both
b_Develop_Temp,0.38624504993185804,0.3915025845980805,0.45803156874693157,0.4552170205943777,-0.37134162750828326,1.1134081832631013,1.0006021080589567,5033.238939143667,2826.2105316867483,Pieris brassicae,Brood1,Both
b_decimalLatitude,0.7477316975764139,0.7441469053742004,0.7277205268185981,0.7235410995657426,-0.4376633932803854,1.9455760456701545,0.9998531136242124,4163.586531402363,3026.1950162547664,Pieris brassicae,Brood1,Both
sigma,3.442350954441815,3.4289629012719676,0.24043979348937203,0.24045940111499287,3.066458454713923,3.8627121356713494,1.0004240876212374,4811.87287040821,3106.0274743320833,Pieris brassicae,Brood1,Both
Intercept,56.85267714706013,56.85304122303242,0.3279064639444504,0.32836031759584283,56.31759396209724,57.39366813050171,1.0021564877975058,4926.468706620982,2859.4027483122695,Pieris brassicae,Brood1,Both
lprior,-4.551952718165461,-4.54561660884153,0.08002347346652332,0.07870599648358154,-4.694816037410803,-4.431943016305032,1.0011956400540818,4685.67683684551,2851.515239703693,Pieris brassicae,Brood1,Both
lp__,-297.7933317164762,-297.49336893417836,1.6051556832276492,1.4581310010279245,-300.75115517588347,-295.807158092865,1.0008305671469475,1931.2492796414992,2644.475482668751,Pieris brassicae,Brood1,Both
b_Intercept,42.75327193156281,42.524922886210376,40.188655345925106,38.854962451549696,-23.186173216147814,107.29876902866155,1.0015356254176004,4610.421678826966,2775.2733981875795,Carterocephalus palaemon,Univoltine,male
b_Year,-0.01595208000261861,-0.015959304386255358,0.009056664354231716,0.009159350968820664,-0.030515566658426394,-0.0010806015513505672,1.0010654355963946,5078.256405292657,3423.4268013572528,Carterocephalus palaemon,Univoltine,male
b_Develop_Temp,-0.6097027046144589,-0.6070441828744426,0.27800955462822374,0.27563746315383425,-1.0679850323937465,-0.15662159824423955,1.0013220363799888,4382.46617842239,2844.922374044982,Carterocephalus palaemon,Univoltine,male
b_decimalLatitude,0.3491670350454332,0.3560248954431732,0.6049863058726146,0.591273112075747,-0.6226608785490548,1.3561139075838717,1.000313794488515,4619.439227785817,3187.6157763509286,Carterocephalus palaemon,Univoltine,male
sigma,1.7594579501465717,1.7495776548951159,0.11960262962286929,0.11840140214179395,1.5765822322285177,1.9692172596683732,0.9999515374135737,4688.489630551471,2632.5480471106307,Carterocephalus palaemon,Univoltine,male
Intercept,25.367858096523026,25.369032017289047,0.1606703170147272,0.16443845705078627,25.104395046944248,25.6284829613712,1.00056536228378,5040.097318139027,2980.060624527947,Carterocephalus palaemon,Univoltine,male
lprior,-10.325958685356872,-10.325092979423355,0.02803777343929867,0.02754559956671877,-10.37473662535254,-10.282027515217733,1.0012112400793138,4401.917364602381,3010.7405624926455,Carterocephalus palaemon,Univoltine,male
lp__,-243.2999348224266,-242.97477759001836,1.5933484609240238,1.411880873232878,-246.2603933731507,-241.3538025671469,1.0011087782132115,2042.1534781070652,2635.904339304728,Carterocephalus palaemon,Univoltine,male
b_Intercept,64.80521010248385,64.95368922557805,25.537465227511753,25.182409142033553,22.497941578829415,106.08584599386903,1.0003511243003382,4154.395830478679,2826.3765404009155,Celastrina argiolus,Brood2,male
b_Year,-0.01418747457384991,-0.014464144383255124,0.009724378637167833,0.00944255108515287,-0.03023593592292685,0.0015665333506936722,1.0012251037852533,4287.261264261793,2787.7028100807397,Celastrina argiolus,Brood2,male
b_Develop_Temp,0.22466104803208684,0.21912960195751752,0.22765135703562653,0.22618757718996174,-0.1446887901176663,0.5996234505042642,1.0000648587956389,4373.768699502704,2969.9309618508237,Celastrina argiolus,Brood2,male
b_decimalLatitude,-0.2331703111298531,-0.23816806438324345,0.3072363602920563,0.3071705330261163,-0.7317099412535062,0.2683875902405,1.0002288509296429,4284.981287893862,3058.687222546925,Celastrina argiolus,Brood2,male
sigma,2.219958417114318,2.211865716694321,0.1533613486288083,0.15193356855549933,1.979029337781329,2.486181460233036,1.0001492829732122,4680.129114235017,3062.2842875675287,Celastrina argiolus,Brood2,male
Intercept,28.868198332353263,28.866088444982,0.2026748501067729,0.2008542498933388,28.538718190299875,29.196554805816938,1.0005306601471915,4333.61581088868,2889.977430921558,Celastrina argiolus,Brood2,male
lprior,-9.93460656045681,-9.932185644894213,0.04140389776250181,0.04093201604268336,-10.006719116963886,-9.870303606137385,1.000379700092237,4631.4188962493345,2855.6003253741,Celastrina argiolus,Brood2,male
lp__,-270.0525436322778,-269.69882814690806,1.6536442545309311,1.4740077010347712,-273.26313344460067,-268.0406118317203,1.0008565913850223,2014.1597602057043,2640.8862907333164,Celastrina argiolus,Brood2,male
b_Intercept,52.15473911786257,51.90953071571121,27.854306766613906,27.770279323375938,6.476012629522908,96.9839309757409,1.002451185372266,5211.331566446341,3319.560416736297,Thecla betulae,Univoltine,male
b_Year,-0.004650823204715906,-0.004642248268635312,0.01133088676550344,0.011670560883688697,-0.02326138174087319,0.013894074523590141,1.0003916243480522,4999.068752946356,3036.888289983716,Thecla betulae,Univoltine,male
b_Develop_Temp,0.5615434090306284,0.557608412690108,0.26245562590652705,0.2482622763876071,0.13156660824075406,1.0019092869006512,0.9997711438124379,4866.797134936547,3140.6045270199643,Thecla betulae,Univoltine,male
b_decimalLatitude,-0.2884164297037711,-0.2897891703521976,0.37972145787959993,0.38254211994931503,-0.9161745334366536,0.346955936623367,1.0003736411754485,4967.068492108494,2823.335208508007,Thecla betulae,Univoltine,male
sigma,2.536228496671963,2.529137907107797,0.16754388580758575,0.16697641326587254,2.271925393900609,2.821454387314507,1.001719272307139,4940.302984015856,3264.2736401614643,Thecla betulae,Univoltine,male
Intercept,33.28332536022856,33.28580017398272,0.23550341318642007,0.24045880246974352,32.89816803395427,33.671013706072316,1.0007512921146244,5302.34318222814,3117.737480436564,Thecla betulae,Univoltine,male
lprior,-9.316282082819383,-9.314974041409442,0.05370847451035746,0.052912569779968804,-9.40792306237812,-9.229813964659124,1.0001195782384644,5423.451925728889,3320.4718168453987,Thecla betulae,Univoltine,male
lp__,-287.6638622062832,-287.3495994696204,1.5783943778624243,1.3993801030912885,-290.62109504472477,-285.70555474499764,1.001044325771146,2340.0680293073424,2792.844920253033,Thecla betulae,Univoltine,male
b_Intercept,54.018982940315915,53.87738635228284,34.355669767501354,34.62291061698188,-2.893145600891512,109.68910172854888,1.0004541074249826,4952.983101395149,2900.1478453383847,Hesperia comma,Univoltine,Both
b_Year,-0.013216567484647668,-0.01324628366586409,0.011021893327286625,0.010863696654491077,-0.031180104390073012,0.004718282062825689,1.0006823143208017,4381.524157854219,3309.644914893992,Hesperia comma,Univoltine,Both
b_Develop_Temp,0.26134886697525556,0.26534904385785985,0.31701895914781975,0.3114045500610604,-0.2613407036238321,0.7878354125692452,1.0010732742267752,4254.586778221619,2909.0364606669336,Hesperia comma,Univoltine,Both
b_decimalLatitude,-0.0212929007643758,-0.012446002750594112,0.5685234255505967,0.5677162888968759,-0.963524360878424,0.9042816157415123,1.0006817328838276,4287.215610708793,3189.9376160585607,Hesperia comma,Univoltine,Both
sigma,2.366146172770942,2.359254117424656,0.1434795567720115,0.14196506262250355,2.1455690546189117,2.615450382652094,1.0003655107379714,4310.076871902108,3245.209563762663,Hesperia comma,Univoltine,Both
Intercept,29.53737197040465,29.54125548379167,0.19627807480636184,0.19323223895775016,29.209934513024816,29.859777879693635,1.0011671591372422,3944.8109593254662,2897.4210812425886,Hesperia comma,Univoltine,Both
lprior,-9.866679663528274,-9.864318993249453,0.04066587940798377,0.04010447756458079,-9.936382063808365,-9.804172676934947,1.0005632060401708,4021.5938439829615,2788.4020797569015,Hesperia comma,Univoltine,Both
lp__,-320.90938660334933,-320.5770792512518,1.610985815407541,1.4071915577929883,-324.05455241065687,-318.9183844069286,1.00174311269319,2120.2780464974485,2815.30531369465,Hesperia comma,Univoltine,Both
b_Intercept,66.72721174934118,66.33637026512017,34.04576322043669,33.47779452320411,11.34428799290636,122.13024252818447,1.0015886935657132,4363.660565188377,2881.440216709776,Satyrium w-album,Univoltine,Both
b_Year,-0.015033919407799457,-0.014913352158727711,0.011433472927233063,0.011024884749195146,-0.03412455160909513,0.003598291669147486,1.0003457284684545,4732.783049892209,2894.071263368381,Satyrium w-album,Univoltine,Both
b_Develop_Temp,-0.1646436603386087,-0.16544430433004176,0.2828906351595039,0.2885871586858437,-0.6347707352751698,0.29937147830637356,1.001165296699501,4626.541594659377,3029.0554784378646,Satyrium w-album,Univoltine,Both
b_decimalLatitude,-0.12342769020836883,-0.11631176423885956,0.36909203933751983,0.36989725705658055,-0.7283443257859522,0.45883900784572995,1.0022506427034148,4411.975326918536,2821.151414821015,Satyrium w-album,Univoltine,Both
sigma,2.5009269567012478,2.4899874811729363,0.14627727561956835,0.14588363805327484,2.273853725827066,2.7567477439093016,0.9993256666576835,4463.6131551245535,2875.9384265710128,Satyrium w-album,Univoltine,Both
Intercept,29.958935517719915,29.960640240699853,0.21400760470012642,0.21687595835509524,29.60670278977777,30.3067952172027,1.0007324352309395,5459.51026147053,2970.7571574904946,Satyrium w-album,Univoltine,Both
lprior,-9.832481163115762,-9.83047184224606,0.04453499214302332,0.04386958389680338,-9.908992453276207,-9.762325375943421,0.9995036997323398,5086.595893034364,2866.500010367599,Satyrium w-album,Univoltine,Both
lp__,-342.3322896051422,-342.01818578235805,1.6087537113668045,1.4358926661557065,-345.40347218273587,-340.38868956011714,1.0019091010150691,1712.5766741055352,1989.1477019796673,Satyrium w-album,Univoltine,Both
b_Intercept,58.321530378876,57.90285090769759,30.200128577293214,29.480725400277308,8.572324365386642,108.28716250272724,1.0001993695263214,3960.1018736969113,3134.7367131858314,Celastrina argiolus,Brood2,female
b_Year,-0.012148399720265072,-0.012086513039978899,0.009835591698404629,0.009853324835656188,-0.0285333084263661,0.003926441962960601,1.0011002397597086,4227.553015811992,3186.597352867644,Celastrina argiolus,Brood2,female
b_Develop_Temp,0.5110666022179166,0.5188608813557836,0.2633589671002004,0.2536249338894392,0.06529107778466656,0.9344302211141994,1.0014042850688145,4348.399498201522,2625.5264588932578,Celastrina argiolus,Brood2,female
b_decimalLatitude,-0.2673496552268919,-0.27257149154826876,0.39687235836405077,0.37903377808676403,-0.911035874046615,0.39484475284777937,1.0013036898293683,4712.778772173289,3303.3419909761674,Celastrina argiolus,Brood2,female
sigma,2.615355456521499,2.6083026640013562,0.15331968868014392,0.15228884620138283,2.3725265340132724,2.8835200032941044,0.9999813700218143,4426.272757176056,2942.227567521448,Celastrina argiolus,Brood2,female
Intercept,29.068387676262837,29.066446849602535,0.21854604726179463,0.21882791365171989,28.708814476032714,29.427574716615435,1.0007672264063723,4700.838266027639,2929.9764836509135,Celastrina argiolus,Brood2,female
lprior,-9.98722391015306,-9.985699650284474,0.04583430439326888,0.04514588270032849,-10.066441385109538,-9.914771873200605,1.0010615051996044,4611.672508092939,2988.23583791579,Celastrina argiolus,Brood2,female
lp__,-351.5018860663888,-351.13893770666766,1.615509115839729,1.4112177734413853,-354.6568462435839,-349.53764338172147,1.0016757124206639,1800.7793503496318,2444.6308700401423,Celastrina argiolus,Brood2,female
b_Intercept,42.788774748386,42.90355108779981,22.158094166002357,21.670245943145126,5.6468201258665,78.27347759380038,1.0004548188766633,5005.070149947043,3402.784066613323,Erynnis tages,Univoltine,Both
b_Year,0.0029699761292032736,0.0029962369690249083,0.0080159762611654,0.008125302916271383,-0.010147836456199075,0.016146224123431897,1.0023100971347778,4842.003107730784,3220.1539387835824,Erynnis tages,Univoltine,Both
b_Develop_Temp,-0.2461551534535551,-0.24550988197832285,0.1961577630478203,0.1960837257572452,-0.5726373054303557,0.07181758975203671,1.0004424760364998,4492.121865753577,3314.99308517823,Erynnis tages,Univoltine,Both
b_decimalLatitude,-0.4062676978931427,-0.41202773263707726,0.35663612095646563,0.3490079461712855,-0.98574665835398,0.19674749838867323,1.000714988454649,4362.678155347778,3086.964549125309,Erynnis tages,Univoltine,Both
sigma,1.8438811266828907,1.8388881924042288,0.10875677527375717,0.10608209057606613,1.6757046316653361,2.034139809964497,1.0026612790894964,5015.214410138361,2767.362066882748,Erynnis tages,Univoltine,Both
Intercept,25.594220488807508,25.595551023671344,0.15723233889509958,0.16104034052727953,25.33326544156411,25.84795398053819,1.0019975569474724,4081.4627341306254,2542.710394423164,Erynnis tages,Univoltine,Both
lprior,-10.31055842730647,-10.309130150118747,0.02748625654514299,0.027706602878649123,-10.358474280341314,-10.26795663384176,1.001035688152481,4130.989456971986,2741.5636349412553,Erynnis tages,Univoltine,Both
lp__,-307.58949629670457,-307.273906420482,1.5831231836897233,1.38636630767607,-310.66423834877696,-305.6665246729026,1.0019679557233738,1826.9465581256816,2177.160060589715,Erynnis tages,Univoltine,Both
b_Intercept,83.3145735367483,83.17269383458273,28.67509611519832,28.4946008117175,36.28305781657747,130.8270607777145,1.0009775418634856,4556.550382164707,3216.899610944926,Aphantopus hyperantus,Univoltine,female
b_Year,-0.008650929338848501,-0.008911339679048372,0.010756821993965928,0.010819087464368273,-0.02596715361661175,0.009373740606697342,1.0011440221588506,4082.313285354225,2967.5308785999728,Aphantopus hyperantus,Univoltine,female
b_Develop_Temp,0.24359992300592406,0.24651690807171742,0.250639762263422,0.24741006087976133,-0.16741375564653294,0.659003790146396,1.0007569884129706,4013.884234010528,2971.5877891944406,Aphantopus hyperantus,Univoltine,female
b_decimalLatitude,-0.5227040526741975,-0.5266393240945835,0.44557011634746524,0.4478639797654014,-1.2590103340210372,0.1993146853835862,1.0000367808882413,3848.2923019921545,3295.540860401226,Aphantopus hyperantus,Univoltine,female
sigma,2.6256809667396617,2.6186512637581085,0.1540587913197751,0.14663807449506996,2.386175674367565,2.8974457932068267,1.0021903858036236,3933.530559447339,2845.190627114206,Aphantopus hyperantus,Univoltine,female
Intercept,41.85330761412228,41.85722460878747,0.22080853482852353,0.21973074562616762,41.47942882275412,42.212954517044174,0.9996843517315476,4626.73238265928,3167.894999889498,Aphantopus hyperantus,Univoltine,female
lprior,-7.609823925826414,-7.608168740575869,0.06265741134683496,0.061180927210148776,-7.717069930560191,-7.511707293661691,0.9998342206355042,4178.235762774395,2905.3518315258475,Aphantopus hyperantus,Univoltine,female
lp__,-366.29153062776527,-365.98914054136765,1.5993244304086656,1.4438419714366997,-369.36091746121843,-364.306924600329,1.0014067251608996,2033.5445435012298,2685.585567929479,Aphantopus hyperantus,Univoltine,female
b_Intercept,309.58838698556013,308.5991248971403,72.87438302350448,73.8317943496859,188.83719039704926,428.7527502459561,0.9994578657435709,3502.5729792081224,2922.27995331463,Satyrium pruni,Univoltine,Both
b_Year,-0.0573817160590865,-0.057265386320287937,0.012836923055345393,0.012898072099456278,-0.0785376803995171,-0.03647890935010315,1.0001767601559584,3634.0612251133607,3349.902382860981,Satyrium pruni,Univoltine,Both
b_Develop_Temp,-0.5958545672405766,-0.594014316902965,0.2745794409646899,0.2743111051837233,-1.0381298794962777,-0.15150421343936454,0.9996857772700565,4669.792408198297,3151.8787278023906,Satyrium pruni,Univoltine,Both
b_decimalLatitude,-3.1165398196820577,-3.1037567236697594,1.0516813432438588,1.055301681453945,-4.859268704341893,-1.4031488989291703,0.9993467907086991,3748.2121056501915,3064.203205693235,Satyrium pruni,Univoltine,Both
sigma,2.0790021986301057,2.074873963411216,0.1265976953899799,0.1240649328154407,1.8796035194822844,2.2917733160729674,1.0013675467214194,4540.008135358745,2879.507978396216,Satyrium pruni,Univoltine,Both
Intercept,30.96670771924493,30.96986561392542,0.17293632900174175,0.16845341113456624,30.684318127954295,31.25163297128657,1.0027378192834382,4952.58415379643,2523.555826433979,Satyrium pruni,Univoltine,Both
lprior,-9.596861196839805,-9.595591756518019,0.03520113748691098,0.035026770955362926,-9.657278946007791,-9.541025423256942,1.0033633686200647,4643.948517774077,2255.084598521436,Satyrium pruni,Univoltine,Both
lp__,-335.30643863907085,-334.96771575622097,1.6395130060210483,1.4612362886546695,-338.48785061413304,-333.32148782932614,1.0013519825720925,1910.1360857918605,2541.2867668451486,Satyrium pruni,Univoltine,Both
b_Intercept,267.67721396067975,269.10660236626353,53.659080229703,51.85525140295725,177.92109636902347,354.82041529161415,1.00031199603896,3800.482801796769,2540.6606967291136,Satyrium pruni,Univoltine,female
b_Year,-0.048822121266407795,-0.049028376650440936,0.011456026706530018,0.01131313264033505,-0.06741065454556473,-0.02958122769937127,1.0003207675045473,4048.6400639930616,2944.2769867697175,Satyrium pruni,Univoltine,female
b_Develop_Temp,-0.4665852134569663,-0.47030555556478726,0.28563162822909666,0.28810935628274575,-0.93570261575072,-0.0030627251068364785,1.0026105208261553,4676.599465672856,2755.164529618161,Satyrium pruni,Univoltine,female
b_decimalLatitude,-2.6620746824318404,-2.663426777451241,0.7374478676458968,0.7273295104096714,-3.885641028985105,-1.443586235162665,1.0002184644788974,4133.428752749176,2897.6852252682124,Satyrium pruni,Univoltine,female
sigma,2.0248788857437154,2.0203115127090268,0.11616794515678636,0.11320749838778264,1.840912212144731,2.2235215743109094,1.0001477329702844,4769.845729321269,3053.2891663710902,Satyrium pruni,Univoltine,female
Intercept,30.408744525597694,30.4099756454834,0.15512988950736087,0.15298223656813376,30.15249577304765,30.662351654407377,0.9998975700997653,4715.033190079469,2944.6817448587685,Satyrium pruni,Univoltine,female
lprior,-9.671912177243621,-9.670314001010231,0.031047002598133974,0.03121590710622496,-9.726089835172282,-9.62303453857015,1.0003909057086402,4893.831076165928,2974.5280618005027,Satyrium pruni,Univoltine,female
lp__,-337.7335902575742,-337.4194786689235,1.5546553151581088,1.3737324172815832,-340.6878011538597,-335.8113860339753,1.000432428727381,1974.0035759427378,3109.1515194970107,Satyrium pruni,Univoltine,female
b_Intercept,310.9003144856594,310.97944263725765,53.19185536691842,53.71117432236869,224.9981035817705,398.8117738861509,1.0001264921228141,4563.501859521432,3295.790371996941,Argynnis aglaja,Univoltine,Both
b_Year,-0.052652840395645065,-0.05308063093991615,0.01644699719716499,0.01600440528592365,-0.07875559511284405,-0.0251999914631257,1.0001567536528388,4172.375567492231,3185.261584673362,Argynnis aglaja,Univoltine,Both
b_Develop_Temp,-0.7456972034180668,-0.7523000964379951,0.4847791382756583,0.47964315994882734,-1.5191713333940902,0.03894583934089747,1.000428344911064,4775.720532320499,2840.4790383692275,Argynnis aglaja,Univoltine,Both
b_decimalLatitude,-2.911545758074115,-2.908344300749905,0.8568130096450308,0.8499818136864148,-4.331898593192053,-1.480280983673126,1.000746748393914,4201.100828477214,3178.3367039464542,Argynnis aglaja,Univoltine,Both
sigma,4.562149434924827,4.549822746374634,0.2623819493016814,0.26327879322131786,4.152819395987716,5.011200580840375,1.0005297703344544,4802.139324668772,3186.86684502913,Argynnis aglaja,Univoltine,Both
Intercept,53.68870273994698,53.69464648111337,0.36712190710476444,0.37853898486712684,53.0820461971944,54.287936044007736,0.9993454281182894,4891.989716735498,3185.784896472308,Argynnis aglaja,Univoltine,Both
lprior,-4.873970271358398,-4.866061510764446,0.09567873811267064,0.09424843785665217,-5.040491173597791,-4.727810736955502,1.0000355530755702,4864.0654311854505,3245.1620882115667,Argynnis aglaja,Univoltine,Both
