variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Sp,Sex
lprior,-4.0410853724306355,-4.040182690395296,0.03214582214655752,0.03154707279306808,-4.095465651339302,-3.9890355470661696,1.0012471175285584,4377.268626718935,3004.746399414888,Carterocephalus palaemon,male
lp__,-119.63528859130147,-119.31731119127092,1.6501559373566241,1.449303053157882,-122.7327752088952,-117.65059883499842,1.0012137958335232,2028.3753135232562,2334.0119345952085,Carterocephalus palaemon,male
b_Intercept,8.164401873669654,8.134421434498876,11.200852983094142,11.054391216959711,-9.67687257878104,26.449980250820445,1.0005928904675208,4430.745291666849,2911.1814875012365,Celastrina argiolus,male
b_Year,0.00811758091659767,0.00812311026718658,0.004087367880259724,0.0039797846653731065,0.0014330808650628135,0.014996053582099177,0.9999433922655951,5142.214727643833,3331.688952452494,Celastrina argiolus,male
b_Temp,-0.23189126670743468,-0.23158870729845454,0.14521789779591304,0.14322326727493231,-0.4727946082666841,0.008787435046680609,1.0003085917306123,4855.3890576924505,3081.2496277493387,Celastrina argiolus,male
b_Latitude,-0.13599212564790022,-0.13429510181579465,0.12819444241974684,0.1288690820542816,-0.34391854363827024,0.0711377663941179,1.000349805861952,4406.467100460599,3063.466182775093,Celastrina argiolus,male
sigma,0.9412826862948044,0.9369578175876397,0.06352883740904075,0.06559595563931281,0.8430541998203737,1.0521774288844246,1.0007226415096848,4109.215320720892,3097.1235937705537,Celastrina argiolus,male
Intercept,14.93615918353754,14.935121766969665,0.08484826387066488,0.08323416568894718,14.798455890263053,15.078009539154747,1.0006954026891473,4093.08513784639,3095.898443600114,Celastrina argiolus,male
lprior,-3.2420985851472586,-3.240791028129351,0.013451232485458224,0.013395214237932107,-3.2661703388609227,-3.222139186783674,1.0009930448728843,3999.8702163723856,2911.8938593292514,Celastrina argiolus,male
lp__,-164.55045925389226,-164.21183428758613,1.6443268435084895,1.4457426063439913,-167.75673310109676,-162.57030715652084,1.0026380756950113,1703.121113505152,2509.661001688501,Celastrina argiolus,male
b_Intercept,31.930787802809,31.945462193029844,15.861957696433723,15.843532193002874,6.070380904043953,57.84253225441187,1.000028565470166,4234.855371824587,2793.468792332552,Satyrium w-album,undetermined
b_Year,-0.0020261716612035557,-0.0019802047845883072,0.005141927356675301,0.00508913679647211,-0.010515966724074885,0.006304654191303207,1.0003937302918784,4330.389317384387,3262.204486012116,Satyrium w-album,undetermined
b_Temp,0.0627619380097639,0.06269359224121751,0.12349117296081184,0.12064263369933624,-0.13654413446304667,0.2659495114881387,1.0018192278391143,4338.181306883065,2548.987416090601,Satyrium w-album,undetermined
b_Latitude,-0.2546517703125866,-0.2505282954010395,0.17083994988858187,0.16649325839299206,-0.5394960740450845,0.021141525515868412,0.9997078898317617,4379.663184256507,2721.9871264108183,Satyrium w-album,undetermined
sigma,0.9736865599204925,0.9698290347189829,0.06547646271422614,0.06530012308456946,0.8742742430229239,1.086873473456276,0.9998592430278865,4076.1457064535443,3044.2161057866247,Satyrium w-album,undetermined
Intercept,15.372762225285342,15.372558557020284,0.0889487039135816,0.08785923953747563,15.226131340976874,15.518747999105408,1.000488777941303,4620.102042344217,2850.7764273603816,Satyrium w-album,undetermined
lprior,-3.2442779871675165,-3.2431563109061825,0.013653190052014598,0.013228484086923696,-3.268432351897648,-3.2241928385676837,1.000997259133222,3890.7464581827753,2791.2194890889023,Satyrium w-album,undetermined
lp__,-171.049509109414,-170.7157918889836,1.6371778587768009,1.4753985771470142,-174.2098289730278,-169.06057725668168,1.0001767058454631,1851.3505194576544,2360.8648229154373,Satyrium w-album,undetermined
b_Intercept,40.6243913369979,40.84185064646327,26.86472832188555,26.616884330993866,-3.5735438732839113,84.83299299677076,1.0012643819478937,5456.048666197684,3102.0691250670016,Speyeria aglaja,undetermined
b_Year,0.0038412434250782463,0.0037108775215439396,0.008817683528231304,0.008904615500025945,-0.01059218144731256,0.018419299543169974,1.0005673550264351,4826.460071580282,3330.0347500703665,Speyeria aglaja,undetermined
b_Temp,-0.179104856212686,-0.17632342075349566,0.2437002332644786,0.24247511874978103,-0.5820921064535388,0.22082761953174565,0.9999906377854786,4441.310998084204,3003.00237832287,Speyeria aglaja,undetermined
b_Latitude,-0.34783586065551464,-0.34927853376325013,0.449771071914133,0.44020213713820155,-1.0899608137431644,0.388086921561657,0.9998112491772065,5155.904683741303,3006.830386422944,Speyeria aglaja,undetermined
sigma,2.0813715378056563,2.0742301870738435,0.13463935040340164,0.12890145716865217,1.875907789431061,2.319702303426015,1.0003718457054014,4255.889418987121,2721.8323227289143,Speyeria aglaja,undetermined
Intercept,28.778190645584523,28.778816812538718,0.1854642704508831,0.1845076102704137,28.477324609808974,29.080512188202444,0.9995426646600846,4818.430169196587,2613.404551634884,Speyeria aglaja,undetermined
lprior,-8.322813299196817,-8.318056651502058,0.06898452623873842,0.06723928093728851,-8.441708815888335,-8.215121991903601,1.0006598290630322,4801.117730367546,2310.0371289052882,Speyeria aglaja,undetermined
lp__,-267.63369144898815,-267.29223165167883,1.5724094437936864,1.417037100110779,-270.7374502682006,-265.6939521581416,1.0005537154644857,1511.3094889773854,2858.7176435068104,Speyeria aglaja,undetermined
b_Intercept,-10.480051067715825,-10.574750565444067,16.777408899651494,16.515706053274172,-37.345510665980044,17.487778127426697,1.0013717337666102,4803.790386546206,3078.061467819438,Favonius quercus,undetermined
b_Year,0.004397788559695687,0.004399034099442584,0.004503263952504176,0.0044504331097926534,-0.002927770947759598,0.01164609856667588,1.0011798604013065,4351.619190886946,3217.9966168124547,Favonius quercus,undetermined
b_Temp,0.12839088926599182,0.1252962931638654,0.19255368803968032,0.18836563562084607,-0.19550142658831177,0.44437237147742625,1.0002911324854462,4296.222845265152,2880.7279561690752,Favonius quercus,undetermined
b_Latitude,0.3278864258305546,0.3301865818984826,0.2643346993354359,0.25583549273525735,-0.10032107820939107,0.7598546190510748,1.0015608265958889,5008.810974455943,3032.8455187822724,Favonius quercus,undetermined
sigma,1.2055913462744758,1.2014086298879616,0.07939634879718557,0.07660691401124237,1.0845943256652784,1.3402430503219942,1.0005484610705562,4398.076116993042,2567.687017886723,Favonius quercus,undetermined
Intercept,15.928666389450655,15.927079768332966,0.10933479150195513,0.10694149124589411,15.75047438078351,16.110742507984536,1.0002122335051495,4797.052312951676,3197.062506317359,Favonius quercus,undetermined
lprior,-3.3480823337793124,-3.346036039638176,0.025731311858307893,0.02544479810567688,-3.3935855136464275,-3.30929951358289,1.0018806010722037,5226.688891248558,2680.907632392954,Favonius quercus,undetermined
lp__,-200.16945081211446,-199.84593858183055,1.6259773405012683,1.4190099606424318,-203.33320617614655,-198.2107663220263,1.0015593037041672,1892.1485105202223,2584.899388903937,Favonius quercus,undetermined
b_Intercept,-7.825686522102831,-7.746304129513146,22.07358256039144,21.78936916240199,-44.97660358820948,28.78291459952708,1.0016163620620926,4272.389917117033,2819.813284601876,Hesperia comma,undetermined
b_Year,0.0051700925748508686,0.0051790006285676584,0.007160797733039702,0.007090713332599994,-0.006793644138519097,0.016940366126342584,1.000641961205604,4178.899986892492,2788.7736159960705,Hesperia comma,undetermined
b_Temp,0.2350183787983393,0.23443309923441608,0.2038437752014248,0.1987307752962433,-0.09879817427315002,0.5722497477466035,1.0008346887294934,4423.794408786114,2820.238867977953,Hesperia comma,undetermined
b_Latitude,0.1879592953780484,0.18572358257109298,0.3662641339942762,0.3647592150435427,-0.41896966561002624,0.801736163457389,1.000578257168226,4425.710618396229,2818.156677230362,Hesperia comma,undetermined
sigma,1.5434313515837095,1.5379252272456725,0.09588859593117167,0.09364912755725882,1.3987172092743347,1.710866801649118,1.00600024957319,4027.8435300749456,2537.6895766121143,Hesperia comma,undetermined
Intercept,13.786963919618398,13.78791641753644,0.13303855026958905,0.1337143439286289,13.567881266182079,14.004164656005925,1.0005901786628715,4736.071898533714,2990.702818917389,Hesperia comma,undetermined
lprior,-3.5848491921494365,-3.582472833188655,0.04641061661759645,0.04721129662636638,-3.6636731047345967,-3.5137390484732935,1.0013889082039213,4531.385719622477,3032.4310509556535,Hesperia comma,undetermined
lp__,-256.3848013692267,-256.0374319713178,1.6197169934828872,1.3938982876813852,-259.5687337171719,-254.43197402792043,1.002114537364915,1789.866976788331,2702.2189579122646,Hesperia comma,undetermined
b_Intercept,2.2516132061910885,2.620747422802836,36.75121829100321,35.8291738875861,-59.083966039871626,61.64616159362119,1.0004434015150527,2730.3503817482365,2749.921225811387,Satyrium pruni,undetermined
b_Year,0.007893191102113778,0.007879086382852937,0.006932369944102478,0.006977174867618047,-0.003446703644863246,0.019077724585897057,1.0010787813099167,2783.4558674779496,2422.862866453486,Satyrium pruni,undetermined
b_Temp,-0.3206500001694406,-0.31820138916213314,0.14100503297250208,0.13247596515921348,-0.562822822979949,-0.08659914810261074,1.00122694413571,4266.5128004678645,2685.3264471480984,Satyrium pruni,undetermined
b_Latitude,0.018085489448525664,0.01173853447991955,0.520201101502344,0.513682233588645,-0.8142779869220579,0.8841843237467707,0.9999828768564427,2865.188530633345,2941.171248696908,Satyrium pruni,undetermined
sigma,0.9803006553338558,0.9768862978631664,0.05888833549779326,0.05845319997959134,0.8874097364973804,1.0806289524099932,1.0013377261524514,4198.050448047387,2767.707401574529,Satyrium pruni,undetermined
Intercept,15.792138053678856,15.790477657062912,0.08347833691802611,0.08488055586419932,15.656798695280848,15.93146499704698,1.001357106910996,4470.267065488389,2751.562593058187,Satyrium pruni,undetermined
lprior,-3.279251287746664,-3.277806498831299,0.015524528167008644,0.014932001362428862,-3.306814669335223,-3.255356720898918,1.0010280381905012,4293.282464218921,2898.3595138054,Satyrium pruni,undetermined
lp__,-197.02073921848714,-196.73784655116532,1.5778622466154542,1.423059244809763,-200.0101789048188,-195.05899075236488,1.0032736875243335,1950.4161169239906,2726.6949501852096,Satyrium pruni,undetermined
b_Intercept,52.35636063847015,51.9771841664753,21.975737723398975,21.877645840617557,16.134404298149,88.1345437027697,1.0031070298256246,4331.345274133324,2682.6461758913815,Satyrium pruni,female
b_Year,-0.004002277745909258,-0.004017123573044568,0.0045005966320506635,0.004473604006229498,-0.011411207879688946,0.0033447218238794115,1.0010846047947841,4660.20229833464,3437.512639165163,Satyrium pruni,female
b_Temp,-0.11364786244531576,-0.1160268354250294,0.10936878787500294,0.10914223787434156,-0.2911723783604723,0.06592067022278596,1.0006136349404025,5124.5676526125635,2804.6094859267128,Satyrium pruni,female
b_Latitude,-0.5335542643811668,-0.5363964127593752,0.30953766191865695,0.308386021416465,-1.0365321499708127,-0.015478447183298114,1.0009839235374653,4426.519948831708,2842.7354932160033,Satyrium pruni,female
sigma,0.7343296457714152,0.7312303387891486,0.045539077765188805,0.046095151337985495,0.6646256126749692,0.8134646064160145,1.0015248798935537,4442.717853242238,3002.0783955070247,Satyrium pruni,female
Intercept,15.822577210852147,15.823050491794474,0.06282500393514001,0.06259864293311782,15.720302021926178,15.926070035384429,1.0009435803484967,4726.7150010246305,2936.8449856703905,Satyrium pruni,female
lprior,-3.2394402802038993,-3.238698789494106,0.011025315586537509,0.01062715752863635,-3.2590847139631496,-3.2231311844905717,1.0015417949506455,4566.918899634564,2741.8272293162363,Satyrium pruni,female
lp__,-158.37338646572843,-158.06481331725047,1.6444190876696039,1.4428934470234454,-161.5529487855589,-156.35591919102527,1.0014029587112778,1792.6543410872748,2253.772582647994,Satyrium pruni,female
b_Intercept,-17.58227149561945,-17.478568141630163,17.34166767959661,16.938858881163593,-45.65117867293041,10.98639535281682,1.0006858414827162,4795.278475402017,3181.466637112432,Erynnis tages,undetermined
b_Year,0.004539724633706305,0.004502335446489745,0.006031557397241535,0.005999011355195224,-0.0052958535810212135,0.01431926659655756,1.0017195101070278,4819.853851887088,3007.738380799723,Erynnis tages,undetermined
b_Temp,0.15979694534124528,0.16029924568155035,0.12805515794756503,0.12757755306321378,-0.0546329292119846,0.36791188289899485,1.0000657603729897,4057.6390750452456,3268.5062780427047,Erynnis tages,undetermined
b_Latitude,0.3615607834105366,0.3621249531851915,0.2570220845881635,0.24933915947806126,-0.07825917935290956,0.7857640341758612,1.0008669487815436,3519.3772679640465,2734.842482618023,Erynnis tages,undetermined
sigma,1.2999848670536425,1.2961789990107122,0.0793982159290912,0.07881140578298167,1.1764637981788924,1.435886711013134,1.000551329840116,4253.611721264043,3051.2303755714593,Erynnis tages,undetermined
Intercept,12.260762812298246,12.25803584900801,0.11052361125416973,0.11013379723395944,12.079117831197486,12.440756182607625,1.0001254955658956,4282.56764080957,2421.882040906357,Erynnis tages,undetermined
lprior,-4.072554587727501,-4.071449166284189,0.051355463362294934,0.05083058517919298,-4.1576394896847395,-3.9911866854104727,1.0004749715307473,4279.514084178794,2858.6888991489063,Erynnis tages,undetermined
lp__,-240.25002751782844,-239.90519838013068,1.616221611479529,1.4083412022818678,-243.3571015900613,-238.28995835450868,1.0008822823737773,2117.176422666983,2587.003747400793,Erynnis tages,undetermined
b_Intercept,9.345381111520753,9.357029050579442,10.034937542416463,9.794130437518806,-7.135352009378372,26.32346620666923,1.000717715961747,4109.223898363258,2984.148976920182,Satyrium w-album,male
b_Year,0.004088387471224597,0.004087621813369694,0.0038368212909207517,0.003705418658527297,-0.0023675235578565273,0.010427697678370495,0.9996952875171782,4811.544550538135,3398.1099461325007,Satyrium w-album,male
b_Temp,0.06305635172632927,0.06267747059578993,0.10697785085773276,0.10386224323173675,-0.11239322094286174,0.2395124154508736,1.000871265721062,4823.83259692727,2719.3063772890855,Satyrium w-album,male
b_Latitude,-0.05887827353371751,-0.056860855248340295,0.11740116398264694,0.11435360704074138,-0.25692737905088037,0.13382712220277587,1.002901861972657,4215.041318483143,2626.0629694453464,Satyrium w-album,male
sigma,0.7623092930373835,0.7597798302729104,0.04675839201483125,0.04710090950303955,0.6915625005826445,0.8408686632412744,1.001753888635846,4418.425089468501,3011.6556097671096,Satyrium w-album,male
Intercept,14.728812046631436,14.728935821621384,0.06295547009384206,0.061828176796386115,14.625668547852795,14.83459043135801,1.0008033600307784,4642.987381569143,2954.230223242291,Satyrium w-album,male
lprior,-3.2264193849433633,-3.225831955133186,0.009741893509337254,0.009581023290516426,-3.2437911792957697,-3.2118073655747343,1.0029257271457848,4485.165589428638,2648.3667733976235,Satyrium w-album,male
lp__,-165.94389192428946,-165.56882145034922,1.6390982878342537,1.4539119965239038,-169.10455730417246,-163.94534760425128,1.0041028354972852,1732.2642518291218,2324.96355983492,Satyrium w-album,male
b_Intercept,38.71348101945956,38.807920159705475,23.687477437928507,23.2868218015744,-1.038744171200857,78.16129713138295,1.0008011798963063,3965.444219449729,3099.584893482977,Pieris brassicae,male
b_Year,-0.009029503145289186,-0.008987893076836714,0.006438581313757304,0.006447543919074909,-0.019726152347896427,0.0013848629403776342,1.0001416620254877,4674.766844889143,3294.273061212891,Pieris brassicae,male
b_Temp,-0.0517996899170524,-0.050984709569642954,0.15400265676871908,0.14679424341179395,-0.3078788866546876,0.20028048219348119,1.0002492291132723,4351.075976182263,2795.334119397999,Pieris brassicae,male
b_Latitude,0.18154148189621425,0.1753840734774188,0.30799546368469727,0.3052281791240987,-0.3276768798893435,0.6968252667054917,0.9998989030113279,4026.8525394458557,3204.6284009325127,Pieris brassicae,male
sigma,1.5530022553237373,1.5471826899299503,0.09473144257155679,0.09373757871418213,1.4062817950520161,1.7169651650630373,1.0000310383913296,4106.661299535463,3098.7394390854315,Pieris brassicae,male
Intercept,29.740947767372536,29.740619392952873,0.13492877951355733,0.13587253223085508,29.523647518391947,29.95893336289145,1.0003054355212662,4117.984057803768,2673.574447719112,Pieris brassicae,male
lprior,-8.399155886672917,-8.396640692996957,0.04390189512668159,0.042741763237251505,-8.473990608431453,-8.332706864216956,0.9996666471632707,4530.076975492455,2766.5435747822694,Pieris brassicae,male
lp__,-275.3429484986599,-274.9981784369284,1.6524466082042555,1.43763691367162,-278.4851758294168,-273.34495865353324,1.00096230332492,1894.18739820933,2811.524490019515,Pieris brassicae,male
b_Intercept,30.825961503513774,30.719490553126022,13.482429117757713,13.150086460087625,8.573496005560312,53.53206290049574,1.0005996801642922,5313.248120522421,3529.2392847280303,Aphantopus hyperantus,female
b_Year,0.006406805322855254,0.006451886892156508,0.00495835837688596,0.0049100695011738225,-0.0017015190731523961,0.014615388298420648,1.0001416437789805,4689.7510126795505,3250.361714105766,Aphantopus hyperantus,female
b_Temp,0.03834172148551764,0.039011300207709126,0.10529382386193034,0.10506890676771058,-0.13630599665417953,0.21005516038229363,1.000650343985481,3817.358622161067,2816.9647926446182,Aphantopus hyperantus,female
b_Latitude,-0.4235589150861059,-0.4236826117050875,0.19352868676302168,0.19262459492833225,-0.7396345042098622,-0.10215652944631587,0.9998474017030022,5339.227622888821,3206.9418716938385,Aphantopus hyperantus,female
sigma,1.0999517494048459,1.0971449961479065,0.06700028492029338,0.06651905782785447,0.9940855697954398,1.2179033868168232,1.0003291257271854,4312.76940440769,2532.1182700163217,Aphantopus hyperantus,female
Intercept,22.10039393462865,22.100259332288097,0.09015584520469437,0.09092057437290355,21.94972220425781,22.247778224988988,1.0001380371089257,4385.505883046425,3116.220908651715,Aphantopus hyperantus,female
lprior,-5.79452739871161,-5.793596050531322,0.03963603984461962,0.0390968528050813,-5.86108512280478,-5.730717412347902,1.0005539880583785,4379.921038913356,3058.2305415035166,Aphantopus hyperantus,female
lp__,-224.5716086920297,-224.26145426689504,1.6290870430812148,1.5062820911799986,-227.67023396821114,-222.54184014613034,0.9994977083520448,2132.2928032518084,3038.786710992921,Aphantopus hyperantus,female
b_Intercept,-0.6596276404993542,-0.7313544724067427,12.036725258312853,11.906118231564822,-20.557595930497023,19.164044499038265,1.0009202355708398,4343.1255440043715,2270.352078888627,Pararge aegeria,female
b_Year,0.007699557911457968,0.007715596363376374,0.004272197900731426,0.004199687518903816,7.370519844816675e-4,0.014663764708805491,0.9995999165934295,5201.53124022065,3189.7403267547725,Pararge aegeria,female
b_Temp,0.05108784775271223,0.05043658773808521,0.10324755407641653,0.10161279491492772,-0.11879177226411165,0.22028164900086394,1.0007928034280584,5154.474395388689,3415.701570404079,Pararge aegeria,female
b_Latitude,0.12944795413532667,0.12871824040328586,0.14093153071216658,0.13687368151817744,-0.10101098275284162,0.3637238049772968,1.000441121139526,4391.65454716042,1807.3137257041435,Pararge aegeria,female
sigma,1.0470796338355712,1.0443011673306484,0.0616620322517847,0.0621296646867253,0.9507417605844194,1.1542442196154186,1.0031335008359739,4774.631499665493,2909.1473964695815,Pararge aegeria,female
Intercept,21.2557152567834,21.256416832299138,0.08672251393787822,0.08793885301948376,21.115134822652472,21.395479383654376,0.9999137486269577,4704.964397219921,2991.270473315105,Pararge aegeria,female
lprior,-5.422674073303762,-5.422173175610342,0.03986130412560335,0.04046330236292914,-5.489061832007567,-5.358545458416326,1.000962250178078,4665.53405801766,2900.118890014664,Pararge aegeria,female
lp__,-217.09137075235688,-216.76345299547938,1.5753643589125819,1.4028362428079557,-220.11283318616464,-215.1559124845887,1.0006826438344345,2025.947661787205,2372.1777930207973,Pararge aegeria,female
b_Intercept,70.26550463188623,70.16821985909996,31.31167871315864,30.55803751745791,18.25210463457928,121.20539884406523,0.9996968270473773,3437.3418697625266,2666.5572302092155,Satyrium pruni,male
b_Year,-0.0017877559888799558,-0.0017659962123741874,0.005400909455218095,0.005495287770842246,-0.010624537970826237,0.007082052351599463,0.9995452096495591,3858.498695259419,2829.849503329987,Satyrium pruni,male
b_Temp,-0.20860551303637845,-0.20817389430869346,0.11516493719194042,0.11721447896754528,-0.40108739907266194,-0.02518912159970189,1.0006352445981894,5098.505010588151,2773.8295009959147,Satyrium pruni,male
b_Latitude,-0.9581239666465802,-0.9569491958028966,0.4486249264464054,0.43735620247714463,-1.6987999935325135,-0.20743894651595385,0.9997913347648063,3533.0479057593247,2844.7004165013395,Satyrium pruni,male
sigma,0.877522819028894,0.8754012020896942,0.05333452864888956,0.053902026044869496,0.7936225336342568,0.9685725489596484,0.9995389916806774,4540.058582421446,2833.3473345540874,Satyrium pruni,male
Intercept,15.006534279198295,15.007755962113936,0.07166519990235165,0.06997831392205775,14.887235000581535,15.12619352757973,1.0009410085161656,4687.790355250874,2776.0146868276306,Satyrium pruni,male
lprior,-3.226508976243961,-3.225773763700861,0.010172591900259615,0.009963188581310085,-3.243725024748459,-3.210971787117455,1.001579520428091,4516.8688057904965,2852.5462537130006,Satyrium pruni,male
lp__,-190.76827370368017,-190.45570888934915,1.604479981283351,1.4354910758591006,-193.82351267183464,-188.8381162097237,1.0002005138257575,1838.1296973702595,2545.755408356044,Satyrium pruni,male
b_Intercept,39.98978054736844,40.08302262104574,21.953306666728402,21.2757422347794,3.6899890109043065,76.33814763930195,1.0009093011537917,4248.001533240419,2719.2783722643094,Pieris brassicae,female
b_Year,-0.005569454598405569,-0.005442446555901856,0.006766803189935561,0.00680470292863279,-0.016731248310137503,0.005599659900157142,1.00062986106941,4862.559203516947,3134.05619728484,Pieris brassicae,female
b_Temp,-0.10789308388745197,-0.1061793009349573,0.17315439314591682,0.1711811496223653,-0.3923925532400768,0.17312821677338838,1.0011472118092373,4317.86586977148,3299.5505819571445,Pieris brassicae,female
b_Latitude,0.06107704583691979,0.06167959947612474,0.29521632000401676,0.29819874866125123,-0.4171432288607731,0.5451993752818111,1.0011569722467386,4513.905741370546,3044.620082222196,Pieris brassicae,female
sigma,1.8247284120852625,1.8192079250006152,0.10457800730209267,0.10196304469763008,1.6615310208627698,2.0085121726969604,1.000123339331004,4229.953828453336,2723.453133300043,Pieris brassicae,female
Intercept,30.687257008728203,30.688775373518077,0.14823825283708167,0.147995406027811,30.441672003250595,30.929347224723347,1.0018583862555699,5551.403691590087,3001.729541059288,Pieris brassicae,female
lprior,-8.716895330448407,-8.714767040710697,0.0487677103530191,0.046493582279783445,-8.799960875935126,-8.639310610759193,1.0029821459539805,5122.91813588991,2804.334603150618,Pieris brassicae,female
lp__,-304.68957962094987,-304.35101439315474,1.6029215539316137,1.4043667566500726,-307.87783698181124,-302.7346038371337,1.0030975641096154,1995.908127405225,2812.266870413138,Pieris brassicae,female
b_Intercept,11.831831417830294,12.07344244466234,12.711681537614567,12.949333491181758,-9.083293299068703,32.69464197636086,1.0002852085528786,4496.280779031804,3185.4682573197906,Celastrina argiolus,female
b_Year,0.009169705464357036,0.009097542315062782,0.003934812888112903,0.003931891124475381,0.0027806072446314514,0.015599220407985993,1.000826155508269,5176.08862468501,3633.0343162539857,Celastrina argiolus,female
b_Temp,-0.11326861476629851,-0.11155500953320804,0.14755728558652137,0.1471633585051992,-0.3579278874558126,0.12644594442993784,1.001016868450276,4694.995329134802,3181.9127999347743,Celastrina argiolus,female
b_Latitude,-0.2640862391211503,-0.26625610165145785,0.17392819910439894,0.16895431005065814,-0.5479289365996943,0.022400353398487803,1.0000360260130061,4680.561536918189,2765.8250212942985,Celastrina argiolus,female
sigma,1.1701225784093081,1.1676057111898874,0.06836404636769143,0.06932133168412248,1.0622730546413968,1.2866097604608704,0.9999739447892176,4112.6304588894745,2815.102971859471,Celastrina argiolus,female
Intercept,15.123376709111707,15.123006384026489,0.09677076349938765,0.09727377490755318,14.968139569106453,15.285649013880661,1.001907921087722,3840.718850587297,2564.592467538495,Celastrina argiolus,female
lprior,-3.284195898488184,-3.283247335790445,0.016213716032892095,0.016155789700212284,-3.3126562661694456,-3.2593629197135834,1.0000467269890727,3963.693919578968,2868.9464919944444,Celastrina argiolus,female
lp__,-238.87149766992624,-238.5338026937991,1.6015827815037498,1.4562132722286185,-241.8890601438042,-236.91925047422683,1.0033844527341989,2063.6923578500664,2335.2557516384727,Celastrina argiolus,female
b_Intercept,-49.12845799164715,-48.924829940024075,100.27328620234849,100.50003159972775,-214.06124711537942,119.30738437272649,1.0007891471149075,5164.222634576342,3141.2731028219337,Papilio machaon,undetermined
b_Year,0.07217476740865189,0.07186949832578562,0.02467766093970699,0.024582034930908214,0.03161082455228213,0.11333818416639954,1.000318352235215,4671.046416015873,3326.757611500531,Papilio machaon,undetermined
b_Temp,0.27194130371826597,0.28890304344223044,0.8061368343111119,0.7883047709849504,-1.049078206381699,1.6000657185806915,1.0033967382115971,5173.126030588614,2686.9668935569725,Papilio machaon,undetermined
b_Latitude,-1.1267711712911341,-1.0887455465041964,1.9353608224031522,1.895897316606263,-4.422966538067392,2.080098934294511,1.0008499427073785,4421.069750909343,3054.7427169099824,Papilio machaon,undetermined
sigma,7.439560633863021,7.419561500587573,0.4325136318614675,0.4267647756218253,6.771807385591049,8.207337551436986,1.0002554151970735,4221.26930916246,3214.3801901381257,Papilio machaon,undetermined
Intercept,35.463353828833476,35.464544860936044,0.607796609755331,0.6003168268711158,34.44832549732996,36.47882240501104,1.00006700218849,5023.96858469078,3135.1883978973806,Papilio machaon,undetermined
lprior,-12.14769424107784,-12.141455815635101,0.20739532207860395,0.20510860176068801,-12.506988529094516,-11.823742480694959,1.000445742087793,4790.83476919405,3164.347154662787,Papilio machaon,undetermined
