variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Sp,Sex
sigma,1.5845786961812796,1.5767528247595843,0.1139052451471216,0.11267851602478579,1.41033016293956,1.776964349306122,1.0037885773159987,4247.032010882818,2712.5633361642626,Limenitis camilla,undetermined
Intercept,28.153934481719887,28.155781517811533,0.1597434288982571,0.15792943242405325,27.888674773730173,28.416225323259678,1.0000431949433781,4690.335265736086,2737.9566188262693,Limenitis camilla,undetermined
lprior,-8.979339128090292,-8.97722863868961,0.0487981373730958,0.048816373338662525,-9.065078737261981,-8.902989747725556,1.0018647009869657,4416.923539588917,3018.05025809134,Limenitis camilla,undetermined
lp__,-190.34055052928346,-190.02915109941154,1.6055552296833295,1.4442575278115863,-193.3597526867561,-188.36597544433536,1.0017568775699077,2018.0334821021077,2651.698199363965,Limenitis camilla,undetermined
b_Intercept,0.06498869894622275,-0.08613600132429333,11.016354773542675,11.254667360923884,-17.795589342766963,18.313201424409908,1.000538463199785,3725.0758636732976,2991.2829904889813,Speyeria aglaja,undetermined
b_Year,0.001682480621146129,0.001645666824083239,0.004962246159438919,0.005024232651942719,-0.006588900866750698,0.009955722101665176,1.0011793008789196,3881.9943562092403,2779.143419398013,Speyeria aglaja,undetermined
b_Temp,0.5174010303610851,0.5182162968149973,0.20571365263526412,0.21027080175216678,0.17562503983890784,0.853980644000499,1.0008816954561397,2499.940420480247,2552.728771714367,Speyeria aglaja,undetermined
b_Latitude,0.3873278858727439,0.3882444866365863,0.13193768445743695,0.13352581371285968,0.16900373557988566,0.6057288617457455,1.0009372283601934,2490.5519566437115,2419.3003710548974,Speyeria aglaja,undetermined
sigma,1.4937385932062761,1.4860638401188322,0.11241984325416782,0.1108256518882033,1.3214005213967206,1.6879921284128754,1.0002736148841627,3093.7166924329467,2402.2841880710776,Speyeria aglaja,undetermined
Intercept,27.618371729744872,27.619434782584264,0.1581093975894478,0.15462444685533086,27.358202735611766,27.88014658982466,1.0011041787598611,3287.242879857951,2133.702478590846,Speyeria aglaja,undetermined
lprior,-8.832579116431804,-8.83013532073201,0.048989991103821615,0.05032722905815068,-8.91498614702595,-8.756933339889587,1.0007992076272791,3193.969961632568,2090.080669695041,Speyeria aglaja,undetermined
lp__,-177.17204966761707,-176.8676922912445,1.5779477272489157,1.4442839831513852,-180.21542021412068,-175.19453058373162,1.0021481882516157,1761.5749787309649,2623.526729055269,Speyeria aglaja,undetermined
b_Intercept,10.517783412845356,10.52121448231857,7.508235178604127,7.261005809918261,-1.8171544718326735,22.746451661186825,0.9998277052036428,3412.2772986588334,3050.4357137595953,Erynnis tages,undetermined
b_Year,0.0011176197519553361,0.001136377003091539,0.0019026854567013403,0.001892306815426533,-0.0019548325914503506,0.004229290647106291,0.9995735035568423,5043.569967731564,3612.141753574977,Erynnis tages,undetermined
b_Temp,-0.09392210560358186,-0.09348632861648108,0.07924657732092726,0.07981521908398122,-0.22256660791010432,0.03795431880854099,1.0005273603794456,3087.7159428256264,3110.551406831316,Erynnis tages,undetermined
b_Latitude,0.005514119012534956,0.0019350373143389027,0.1239255388538043,0.12184123951161577,-0.19568315773415218,0.21193922385559466,0.999960653834143,2885.7021033596384,2906.4748578581475,Erynnis tages,undetermined
sigma,0.5837247391638318,0.5797692070168177,0.046129052786796625,0.045690626454234176,0.514205815314867,0.6623735217423794,1.0008424160372689,3856.3690444992853,2978.2869029393737,Erynnis tages,undetermined
Intercept,12.19886134285227,12.198358988310474,0.062450721492562866,0.06089405133519608,12.096020298438097,12.302280076386962,1.0034379252674395,3720.002198333404,2478.0373145581452,Erynnis tages,undetermined
lprior,-3.28148923958108,-3.2807051021018037,0.013759761570796235,0.013591787806328196,-3.3050827826390297,-3.2602320279363566,1.0005694852025582,3891.2860019375034,2764.7268795701907,Erynnis tages,undetermined
lp__,-78.6748976870461,-78.33137491539928,1.607653860292285,1.401597011256467,-81.73779904232215,-76.73977444996935,1.0027061488453717,1998.3224798326273,2530.825482987117,Erynnis tages,undetermined
b_Intercept,-26.894513059786394,-26.875628006662602,14.018697565927365,13.992892698703454,-49.80947468525312,-3.969935651244593,1.000173336854094,4770.309751432198,3133.626059952791,Aglais io,undetermined
b_Year,0.030378578503715895,0.030387518450793058,0.0063710259467181915,0.006333574419303763,0.019655659866372424,0.04058393428511198,1.0004559365016448,4541.570188369594,3030.3299274803935,Aglais io,undetermined
b_Temp,0.047666873693125104,0.047388547303585035,0.2491464315417085,0.23967819109617083,-0.36435554056182906,0.4624116149338643,1.0008307016009277,3825.970537156999,3166.97070212016,Aglais io,undetermined
b_Latitude,-0.06984937080455066,-0.07033215231517922,0.1815508560870465,0.17889554909796815,-0.37190192622752377,0.22206008614299794,1.0016069281321447,3605.884352939733,3085.1662781160185,Aglais io,undetermined
sigma,1.7184887019491415,1.7081345180616503,0.1374144511371702,0.13359633231289697,1.511925456613621,1.952698987458146,1.000618733793214,4128.843846799224,3024.9688356947945,Aglais io,undetermined
Intercept,28.44300012998394,28.44451869263039,0.18625245924737147,0.18325919641896354,28.137814014932875,28.746943189149142,1.0002894804538862,4566.007952693033,2907.373764795825,Aglais io,undetermined
lprior,-9.084350004302502,-9.079334857275501,0.05899840997172412,0.05528906802160749,-9.188622968776109,-8.993776629864811,1.0018722318861113,4747.972660794595,3074.606691429703,Aglais io,undetermined
lp__,-172.79109394119425,-172.47186574700152,1.6130972074593415,1.43842647883207,-175.92717167944255,-170.8044573522082,1.000975063845756,1901.3992455621583,2523.219888793914,Aglais io,undetermined
b_Intercept,1.680894745149964,1.3728698209674697,12.810840664917361,12.82292333218646,-19.147049983601065,22.82960960111426,1.0009390307804076,4290.155377771883,3057.963324727314,Pyronia tithonus,male
b_Year,0.009728670273953853,0.009732212774290039,0.0031427571455498295,0.0031098628614653744,0.00459409647369995,0.014894088583658871,1.0003326588395773,5330.718878804112,3011.0778812789304,Pyronia tithonus,male
b_Temp,0.0025521516244426876,0.004834880322267198,0.13039040710082098,0.12685486555532305,-0.2120607363950659,0.21529312952597848,1.0010960789399606,4051.85457578587,2455.6637654662322,Pyronia tithonus,male
b_Latitude,-0.04934427480444785,-0.050892766751822235,0.2484789347933257,0.24881982595363314,-0.4579955044047291,0.3622162392628942,1.0019614597426274,4219.289292805692,2722.7625135026897,Pyronia tithonus,male
sigma,0.8010204948657761,0.7949126482863428,0.06892747233159181,0.06706541186122303,0.6974353279051421,0.9238526656226426,1.0014525843237858,3871.752069069822,2641.1542977456465,Pyronia tithonus,male
Intercept,17.900803223410374,17.899920374768868,0.09475611853188204,0.09611876412373609,17.74962842618555,18.058543397921422,1.0014960054772677,4886.402211305301,2819.5926362123532,Pyronia tithonus,male
lprior,-5.653283340640896,-5.651933182190197,0.040977796127036364,0.04132166117896801,-5.720937973078788,-5.587435427493071,1.0008852863274418,4982.204033984129,2469.7523404443673,Pyronia tithonus,male
lp__,-92.62629935337579,-92.3237355847335,1.639693222445406,1.4986200920523625,-95.73375941306413,-90.58200944162267,1.0045125259505214,1514.495150867893,2116.078607342118,Pyronia tithonus,male
b_Intercept,3.774116683788797,3.9022583365727357,17.401500814701716,17.146896348391113,-25.10609345235059,32.22305765767175,1.0027594006052305,4689.152160507711,2904.4468250235955,Hesperia comma,male
b_Year,0.002959593749022343,0.00291493712399038,0.002845343278680682,0.0028086023184184144,-0.0016443310564252212,0.007768715084736239,1.00002058790222,5455.364149117464,3596.8571894159095,Hesperia comma,male
b_Temp,-0.25347833300517514,-0.25260395653401735,0.15030114108274398,0.1491148281655877,-0.497808981509099,-0.008282216672830335,1.0017631962417641,4532.119737049158,3016.5065739306738,Hesperia comma,male
b_Latitude,0.11433327277271323,0.11738992851138014,0.3119327115995361,0.30733291042416633,-0.3932495542781475,0.6263689521283342,1.0021646602474497,4736.431102006004,2915.455443403726,Hesperia comma,male
sigma,0.7153811785097595,0.7112436160333707,0.06910339757337372,0.06928592928057793,0.6100804065570898,0.835313143303708,1.0014531286680814,4399.610099815573,2964.4616965272344,Hesperia comma,male
Intercept,13.239777725265522,13.240296846287329,0.09011531859434113,0.0903416959015975,13.09337316383177,13.39124630414579,1.0003773777728615,4634.492361284054,2823.4193141128344,Hesperia comma,male
lprior,-3.5968089471804374,-3.595246905857797,0.03352368023681991,0.034029497440302724,-3.6537042580772856,-3.544401763960831,1.0001729495140856,4756.6105328400845,2846.617757974309,Hesperia comma,male
lp__,-69.37504831892636,-69.03196572678948,1.5866457562033058,1.4179990760178027,-72.4103236788197,-67.40455629938837,1.00240672966306,1806.427243699648,2749.6087508254454,Hesperia comma,male
b_Intercept,21.297456991308408,21.376643362967215,7.8794095773624635,7.5293224173762905,7.723337776048176,34.185836923999624,1.0014346687014961,4598.189318074629,2803.8007026555324,Thymelicus sylvestris,male
b_Year,2.870925378148478e-4,3.1142086585583784e-4,0.0025233962720845374,0.0025045684548052633,-0.003934978043700686,0.0044561370436941895,1.0003669801665565,4643.468448165098,3427.7805513809976,Thymelicus sylvestris,male
b_Temp,-0.03951837518936305,-0.04023802114273322,0.09275585684681645,0.0904392755194815,-0.18895351211247166,0.10966238394656946,0.9998637061520272,4548.795031076229,3086.902398974888,Thymelicus sylvestris,male
b_Latitude,-0.169195489631958,-0.17234058298350896,0.1348404223066158,0.1329432702099196,-0.3865340095315054,0.05893528805271035,1.0010377407167168,4153.839185333826,2396.1481846042525,Thymelicus sylvestris,male
sigma,0.524553900983207,0.5194605945586268,0.052754228887517976,0.05063063632091962,0.44759990364963187,0.6174560492055895,1.0009940229734333,3860.5875519311417,2544.200974664449,Thymelicus sylvestris,male
Intercept,12.85461979516896,12.856421438445434,0.0714581789887469,0.069700396620428,12.735827142344354,12.971504940606255,1.0013271685574463,4014.8897115887876,2707.530276934074,Thymelicus sylvestris,male
lprior,-3.4435667937195213,-3.4429957993794917,0.02274564609445992,0.022519002282509682,-3.4825169043464816,-3.4070463514418954,1.0010438801478851,4090.0784486332846,3040.8824853897736,Thymelicus sylvestris,male
lp__,-47.369898538421296,-47.0316143011263,1.672611841762718,1.5075354550438713,-50.489464804796796,-45.33849559707634,1.0019685172118098,1679.035476801715,2538.9649813082365,Thymelicus sylvestris,male
b_Intercept,7.887409323296884,8.011803071726494,13.893813570374203,13.597469948516137,-15.226489120710285,30.570105667828418,1.0014241771118169,4117.647949787476,2919.992990442775,Cupido minimus,male
b_Year,-2.8749252292627496e-4,-2.5648266476051534e-4,0.003421773370731732,0.003439920355946461,-0.0058233948341669,0.005320739470588601,0.9996833097760275,4171.353243016676,3433.395434749634,Cupido minimus,male
b_Temp,-0.1366583420661692,-0.13434010423665693,0.15681302910337974,0.15115029793138388,-0.39634670010692385,0.11763413223894646,1.00059691111549,3641.589507264331,2521.2737338793204,Cupido minimus,male
b_Latitude,0.09997008681899963,0.10147960377252369,0.23456003324148642,0.23892223451745603,-0.2798414547227938,0.4890462007053721,1.0000481502641934,4175.717106901768,3062.9042499731804,Cupido minimus,male
sigma,0.7982500050518677,0.7902555408417147,0.08153646143789862,0.07854924476145358,0.6778627046695352,0.9438077716994268,1.000061536731644,3933.2158101845234,2750.9110135775545,Cupido minimus,male
Intercept,11.3294555565578,11.33084235223325,0.10734317090732574,0.10496493013968425,11.147299480315379,11.504802098416572,1.0003127397039615,4465.012049629857,2533.5245292777145,Cupido minimus,male
lprior,-3.2117001054964116,-3.2099368394198793,0.014339159724566675,0.013317555515130475,-3.238226140423421,-3.1916720977234254,1.000848610211918,3818.418043406688,2813.3514158285843,Cupido minimus,male
lp__,-68.39919788311111,-68.05064412147098,1.6728350258345164,1.5333264170430114,-71.60050481143719,-66.34952723175851,1.0006721602796291,1793.4755498708214,2788.615518320222,Cupido minimus,male
b_Intercept,-9.809091439246158,-10.06164610657779,20.0464922009683,20.304194867295394,-43.0596821129845,23.44675958659921,1.0005262352882138,4750.476117033033,3141.3279987237574,Melanargia galathea,male
b_Year,0.010284245236358456,0.010279248228885339,0.00511970453313978,0.005124378205014963,0.0020680294471254307,0.018853016834488347,1.0000558294892605,4476.779253090542,3615.8479325121953,Melanargia galathea,male
b_Temp,0.11551014037244865,0.11674851178252407,0.26714910764376215,0.25810375744628844,-0.32920474677769995,0.5468565805132726,1.0009692789313034,4084.0794778685226,2624.4159280615663,Melanargia galathea,male
b_Latitude,0.24656405863060143,0.24614941887796754,0.3484685721336929,0.35056793312749573,-0.32918243603600933,0.8241820136376152,1.0001277455589617,4626.7325057860135,2981.4468212968154,Melanargia galathea,male
sigma,1.136139260309015,1.127273249777083,0.11500735040327281,0.1110786089366083,0.9643384186365835,1.3335890327867352,1.0011703656230264,3557.7382239905555,2626.364532913516,Melanargia galathea,male
Intercept,23.678120333873363,23.678108288717446,0.15750017839271133,0.148825900695923,23.41606191487724,23.943785126546686,1.0026948492193417,4506.034790761383,2580.614797378697,Melanargia galathea,male
lprior,-7.7362126500254975,-7.734142310031537,0.05200796361725782,0.049068167235647435,-7.827083787284361,-7.654266821446401,1.0049954380872133,4395.9801672009735,2640.9788241767747,Melanargia galathea,male
lp__,-90.63004727309372,-90.30861582632417,1.5989747883901588,1.4359555378320092,-93.7792986751031,-88.63731771200572,1.0047501562643137,1805.8206752578237,2841.6452741671965,Melanargia galathea,male
b_Intercept,81.34896529799326,81.68832616308498,19.659480450119673,19.472067646360028,48.284999452916246,112.91522018273284,0.9993707985627219,4852.629944934812,2966.3308316042044,Argynnis paphia,female
b_Year,0.001597290299918417,0.001556684703332267,0.005757776901006837,0.005735785945562692,-0.007780037518718775,0.011154281081757976,1.0022727357398604,5217.247693564478,2851.4980170222607,Argynnis paphia,female
b_Temp,-0.0680114203266535,-0.06747334978425343,0.23957885300495943,0.2417490428848403,-0.45876323461392554,0.33417456349745883,1.0024475007965783,4709.888422873024,2884.6051424144835,Argynnis paphia,female
b_Latitude,-0.9858371298524139,-0.9925800051583603,0.324702853164836,0.31972264571155407,-1.5084516738314717,-0.44326255427854444,0.999507723773899,4486.636943148253,2545.695928857658,Argynnis paphia,female
sigma,1.3625678313994989,1.354340718090047,0.1439792275458048,0.14295821965109368,1.1494489241362085,1.6221259447311454,1.0015174185864535,4271.339311151436,3182.0567168366983,Argynnis paphia,female
Intercept,33.332955241720995,33.33420708464834,0.18645579533892206,0.1851219361611296,33.02262633903547,33.63866008770705,1.001102925686925,4229.9087225100775,2614.4598938293316,Argynnis paphia,female
lprior,-9.932559349309512,-9.929122040796193,0.049946870994198034,0.04899270286390076,-10.02087564987168,-9.856339205468855,1.001623618685828,4657.797248114523,3020.1290086883505,Argynnis paphia,female
lp__,-100.73318260202375,-100.43228444395777,1.6495392306870174,1.5385811375001133,-103.80616669770697,-98.67482955831501,1.0010626815840504,2169.993771495582,2891.134712158663,Argynnis paphia,female
b_Intercept,-18.06724254972717,-17.58511824008191,17.63871403800172,17.68852392048116,-46.91621942587474,10.918779922299835,1.0016548907376535,2919.559577044933,2884.4560300068138,Anthocharis cardamines,male
b_Year,0.014867503040549434,0.014777600786642132,0.006759912190603116,0.006717653957146599,0.004007858007005517,0.026242841332255806,1.0026830205107518,4677.979360273619,2618.059783840876,Anthocharis cardamines,male
b_Temp,0.2778779937783674,0.27480848497043,0.2900358219706173,0.29466688635157257,-0.19390440493384886,0.750563308138803,1.0010464751024735,2074.4059711027307,2492.0907018474504,Anthocharis cardamines,male
b_Latitude,0.13100889229083879,0.1322313953436752,0.20123420806694423,0.203051208630178,-0.19934889871947253,0.460000857808081,1.0004531366003664,1859.5369134928794,2443.554334526973,Anthocharis cardamines,male
sigma,1.592086875547006,1.5794504403852119,0.16348053833169837,0.15604866709667875,1.346718095616066,1.8832535925081046,1.0043230098460378,3401.400341521201,2668.5355232518814,Anthocharis cardamines,male
Intercept,19.830503076193384,19.828705978667983,0.22608570145737547,0.2197848532680957,19.444634413765765,20.197880655491733,1.0002064590981767,4119.287564546812,2813.710156030137,Anthocharis cardamines,male
lprior,-6.603906389730052,-6.599193559863211,0.09697500680817636,0.09599212641995918,-6.771876613351303,-6.451899319589434,1.0013325513830396,4188.938263282856,3070.3798079306835,Anthocharis cardamines,male
lp__,-103.7345894238729,-103.4583327011031,1.6156047323374447,1.5088785254991632,-106.89446984218374,-101.7243331987639,1.0011746520423854,1896.7027297495695,2857.5022763255947,Anthocharis cardamines,male
b_Intercept,16.209722413871823,16.544289967040783,38.67801166375054,37.22604560311779,-47.552547305067414,78.51352781310787,1.0001969217823548,4476.478822437881,3021.9624833559687,Pyronia tithonus,female
b_Year,0.012302800618875169,0.012267408410831737,0.008317711819467761,0.008378270765133831,-0.0015590515164383891,0.025871218936624894,1.0013277322367955,4988.500979767943,3108.0414153747697,Pyronia tithonus,female
b_Temp,0.09883213837381626,0.09552357199456421,0.38479275568731525,0.37930553930743804,-0.5373758698512886,0.7371864396585831,1.0030582801320493,4482.380250502443,3233.823080095305,Pyronia tithonus,female
b_Latitude,-0.4141013927447968,-0.40628293605664556,0.7342097430127587,0.7364993809204599,-1.6231188289369685,0.7799682961107075,1.000901746359139,4257.305556185252,3073.4972396327025,Pyronia tithonus,female
sigma,2.2187307357279282,2.1982376939280863,0.22852767590792786,0.22080944609484546,1.8841564517292768,2.6220317660736243,1.0011440926087836,4268.571662733068,3060.2893861518755,Pyronia tithonus,female
Intercept,19.586034382750487,19.581784434710105,0.32330340855354694,0.3138710460899559,19.058926892990605,20.12048299167518,1.002453517136646,4460.012431291295,2788.907781199352,Pyronia tithonus,female
lprior,-6.725204409609381,-6.71531299345729,0.14675796446244152,0.14110715147604355,-6.974512362504328,-6.503686290868144,1.0014935906675657,4856.928061310933,2722.535097660406,Pyronia tithonus,female
lp__,-120.80656944663383,-120.47129452691912,1.697302587,1.4475061896289017,-124.01415719026842,-118.76863898429346,1.0005072871169076,1975.8671251950996,2657.6329830105833,Pyronia tithonus,female
b_Intercept,24.360334680019054,24.384626641877666,18.41369966174232,17.59279092797537,-5.466155463448446,54.66657383135455,1.0009201267571037,4605.84835017904,2857.695130701943,Gonepteryx rhamni,male
b_Year,0.011670740657112157,0.011629636852215495,0.004538963961614975,0.004421088608049631,0.004382355335740472,0.019124499786155876,1.0006398555746179,4979.555198436635,3517.0562717201433,Gonepteryx rhamni,male
b_Temp,-0.05830362515977372,-0.05964595699574274,0.22215063656149656,0.21891420444652984,-0.4243838196139446,0.30800198073531937,1.0003081301040462,4532.186773501152,2919.7613610578305,Gonepteryx rhamni,male
b_Latitude,-0.346130154155627,-0.3469167836566722,0.2617758605435038,0.2554231300824014,-0.7831456412492349,0.08683790729850846,1.0000793945407613,4825.488040718228,2626.4326976063426,Gonepteryx rhamni,male
sigma,0.983860226246725,0.9772626310757802,0.10514866791750689,0.10142683155887955,0.8285907421490118,1.1671540638013858,0.9997708526058408,3709.779445727627,3029.2309632789324,Gonepteryx rhamni,male
Intercept,28.7197798080096,28.72212877287935,0.13768695347929474,0.13227562006348043,28.492855977215026,28.94380502861967,1.0018281833084826,4233.7113616801025,2742.234356950716,Gonepteryx rhamni,male
lprior,-8.952308317065599,-8.949824013043086,0.036129153862513905,0.034781112100309555,-9.014789560314428,-8.89877663647363,1.0009820414567254,4602.62507369587,2798.3986399323617,Gonepteryx rhamni,male
lp__,-77.08441567923371,-76.69834126188178,1.6630005048871188,1.3855968652501105,-80.35213361516043,-75.07057174234416,1.001312331758786,1815.9878823675592,2549.885309411747,Gonepteryx rhamni,male
b_Intercept,35.33293148128553,35.26625119612504,11.646973501004357,11.38685266356383,15.794082141306696,54.693828122967396,1.0001893276315836,4739.907041813109,2666.6236633765693,Favonius quercus,female
b_Year,-0.0028825077215751892,-0.002853744317625273,0.004169051567165669,0.004054464014579376,-0.009829058600250158,0.0038632564977661844,1.0003979264787448,4861.292927961005,3212.267465651243,Favonius quercus,female
b_Temp,-0.2451716034908109,-0.24495144953056763,0.19117147648549473,0.19147480073798706,-0.5591887809363746,0.06328513325787224,1.0012342830083056,3334.515759960293,2862.618750593135,Favonius quercus,female
b_Latitude,-0.23301627865974914,-0.23395239705386076,0.17048450053105582,0.16988999033145716,-0.5158470519072378,0.050747500861948465,1.0003693744998257,3592.953281389262,3020.627649781588,Favonius quercus,female
sigma,0.8868218241591751,0.8788656882762116,0.09660575427330238,0.09324797644763948,0.7441423389108276,1.0597559973278075,1.0015027883287801,3621.679163578539,2441.6547321522016,Favonius quercus,female
Intercept,15.723691158478584,15.723023063240106,0.13034701988136713,0.13030444019980647,15.506559504050744,15.936935824601763,1.0001911966684178,4076.30929146508,2721.701057378929,Favonius quercus,female
lprior,-4.699893460502132,-4.698450276626454,0.0621023960504321,0.06058722221736678,-4.8047531112846915,-4.601664046494592,0.9998063172257776,4226.54954564458,2781.034394317571,Favonius quercus,female
lp__,-66.440628835144,-66.11806542309745,1.6577124172765514,1.4948737378562715,-69.53111562456976,-64.42270272902628,1.0013315801578915,1841.6558170175588,2659.3400194818555,Favonius quercus,female
b_Intercept,-38.29870987026413,-38.52095470102919,31.226111266655714,30.49624661050518,-90.43669863978606,12.516941520692885,1.0013778817699983,4403.193925775932,2543.207831046588,Melanargia galathea,female
b_Year,0.0090566854464078,0.008942576368380077,0.006758673221348351,0.006764951340401342,-0.001967283550074527,0.02000670878276906,1.0007602186104905,4006.231671604488,2852.7410413850444,Melanargia galathea,female
b_Temp,-0.388725911446673,-0.38406496824579084,0.3415095478278482,0.32764430184337695,-0.9611988844032049,0.16630123818297302,1.0008050851817099,4305.080605994406,2661.2550128724893,Melanargia galathea,female
b_Latitude,0.9700075902341927,0.9658267007461416,0.515625592251976,0.5074801387651672,0.12807753159264973,1.8054112653512975,1.0005682872198194,4439.324551057861,2818.3904794273685,Melanargia galathea,female
sigma,1.4351262146515553,1.4238073743444652,0.1570086772651922,0.15091499630272528,1.20084166855771,1.711032867230149,1.0011533572944382,3763.9576398303802,2771.3616337991784,Melanargia galathea,female
Intercept,25.957902225850265,25.96403989786534,0.21208574204805533,0.2139329447229655,25.61004217906832,26.300549481417,1.00329922218009,4474.882380864811,2618.35066630978,Melanargia galathea,female
lprior,-8.421101158880909,-8.417164302890999,0.07008780141372303,0.06883760989358569,-8.542907748240436,-8.316138946959613,1.0001927672964785,4151.99304978818,2633.0637386452004,Melanargia galathea,female
lp__,-91.1551106939705,-90.85491666124058,1.6412501295330313,1.4875286015823885,-94.20284456776896,-89.11197884850647,1.0001560001967695,1823.9888962405123,2558.3882310764193,Melanargia galathea,female
b_Intercept,15.075442949389075,14.815792675850066,20.719623894096053,20.108837690255342,-19.849361675069073,48.43805411640935,1.0006983698555865,3859.763083984475,2287.091546058245,Maniola jurtina,female
b_Year,0.0029026651577851266,0.002963300419846873,0.00936174316667376,0.009143989826535739,-0.012449991296338154,0.018422923478206964,1.0015879324482035,3675.238247172807,2586.507396503536,Maniola jurtina,female
b_Temp,-0.3186931447928603,-0.32219275654895585,0.281432327085979,0.27855835092666226,-0.773221385088134,0.14357454121639004,1.0009815695066107,2716.004633268991,2967.899634531335,Maniola jurtina,female
b_Latitude,0.11388390077967099,0.11001802088181904,0.18776311051362124,0.18331666110161446,-0.19067895265319587,0.4276693724386159,1.0009180634406236,2963.04269443717,2452.3223686705437,Maniola jurtina,female
sigma,1.3621838145135283,1.347440012441791,0.1595677947516109,0.1530934563815049,1.1326286435179098,1.6408986001678452,1.0014447154975525,3373.377056086352,2921.7687575090413,Maniola jurtina,female
Intercept,24.18104050816932,24.18330935127964,0.21217669154021818,0.2080632344043222,23.825041104332826,24.527047557319953,1.001959976276275,4323.9643116809675,2771.3317894631987,Maniola jurtina,female
lprior,-7.934131617108279,-7.929399967565259,0.07396117041991479,0.07109739164308433,-8.058282073391581,-7.822315932261908,1.000726267240841,4126.371853368617,2515.3307749542046,Maniola jurtina,female
