variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Sp,Sex
b_Year,-0.0025557751352001242,-0.0025150915715878505,0.007226598516846585,0.007257249214669686,-0.014440268687059268,0.009341023453668012,1.0018944771047362,5734.377448892611,3652.4174559469943,Carterocephalus palaemon,male
b_Temp,-0.24763326813531233,-0.25403521989569655,0.22997549882312276,0.22298026111193298,-0.621174456960317,0.13877855049191204,1.0000213206600392,4499.4038635152265,3336.0775232679894,Carterocephalus palaemon,male
b_Latitude,0.2904997937529273,0.2944755115055664,0.4820703603520188,0.46653282662609125,-0.5198442365742425,1.07609240346517,1.001451347746989,5366.895507408723,2977.010885849434,Carterocephalus palaemon,male
sigma,1.3050930594583006,1.2990963213442144,0.08965205136684709,0.08542762477552615,1.1639401366125388,1.4677868412457185,1.000851393639039,4935.392862279992,2922.3047933876737,Carterocephalus palaemon,male
Intercept,11.99175900772865,11.993238829714874,0.12307239824824938,0.12020964578091989,11.78605910176469,12.192825223318758,1.0013505112299508,4232.657754460785,2723.279516594598,Carterocephalus palaemon,male
lprior,-4.191219794124807,-4.188751834995984,0.05887528692747946,0.05689181897595554,-4.292683376612551,-4.097181689952231,1.0014980857382958,4440.164287288604,2407.7696571484717,Carterocephalus palaemon,male
lp__,-185.59063090231749,-185.22770841020917,1.603655278861842,1.4377509344580297,-188.69712446639488,-183.6622474418608,1.0009935127646263,1831.1206987787114,2269.711846595929,Carterocephalus palaemon,male
b_Intercept,-9.810142508112078,-9.860226150185197,7.358196488643829,7.452321777340557,-21.98350485581903,2.51609930730243,0.999378874700603,5421.572654380819,3100.7416458885928,Pararge aegeria,male
b_Year,0.007533541827746604,0.007561416038238112,0.0030028444116250207,0.0030030528572440596,0.002589809841311511,0.012488722184023146,1.0017882361888923,5376.702399855322,2775.4391472481007,Pararge aegeria,male
b_Temp,0.07839255128169553,0.07805264817116402,0.02130919332660311,0.02088547885853218,0.043577736597093075,0.11342271639870685,1.002784793333292,4776.506012717857,2828.611449274739,Pararge aegeria,male
b_Latitude,0.2776254881818727,0.27753410783038096,0.09446330775154145,0.09260797600858084,0.12240256172336979,0.43027424615388554,1.000101741258198,4588.524395395067,3245.484189995305,Pararge aegeria,male
sigma,1.3902095105664325,1.3891159941594773,0.04346099361969573,0.044008452560704577,1.322442065507965,1.4627678832665687,1.0009136574576603,4167.014790751739,2505.8244701456965,Pararge aegeria,male
Intercept,20.064160094394797,20.0638957056032,0.0607024744892708,0.06075619817235995,19.963499570968622,20.16471276002881,1.0018817341649406,4699.089108286376,3003.451066880674,Pararge aegeria,male
lprior,-4.9699295826732826,-4.969519035557708,0.03041194743421765,0.030078764152281903,-5.0210674672021325,-4.920506531313484,1.0004978825171387,4522.108004474302,3109.384227428421,Pararge aegeria,male
lp__,-934.0033264022233,-933.6817136742209,1.6239210817881977,1.426898400797217,-937.1435202479172,-932.0439108591428,1.000932619514396,1845.5809684634198,2695.6387383602155,Pararge aegeria,male
b_Intercept,-11.701022750402123,-11.728353643621356,11.486474608924155,11.553554118978528,-30.858562180675357,6.86121398728841,1.0015572323424433,5058.677333601526,3209.238503530613,Pararge aegeria,undetermined
b_Year,0.00576991495765749,0.005826539294148632,0.004206848573433304,0.00410873754456791,-0.0013474599276835837,0.01281003781337388,1.0015287371660264,5541.47617749321,3497.271870977983,Pararge aegeria,undetermined
b_Temp,0.0704638413144668,0.07109271212819704,0.02714895883647696,0.02740248854106857,0.02587301363016228,0.11515046996687861,1.002705211246984,4153.303512891528,2842.814733789496,Pararge aegeria,undetermined
b_Latitude,0.3942620239135479,0.3934735875742262,0.1713735745148118,0.16986876188399863,0.11516257163916346,0.6740252282512978,0.9994735172566727,3951.5529669919483,2881.447882796293,Pararge aegeria,undetermined
sigma,1.4975682345708532,1.4932638781188121,0.05976169153702859,0.06059354701974503,1.4049178703842833,1.5983958289637625,1.0026284994695556,4517.163902305635,2790.682146340616,Pararge aegeria,undetermined
Intercept,20.572268278850704,20.574278583950537,0.08577660732241131,0.0864123598925353,20.431316904999736,20.711097299756005,1.0022843376772312,4317.150861962068,3303.1094858145943,Pararge aegeria,undetermined
lprior,-5.231127710684177,-5.230411603152197,0.041850738530844006,0.04173757172810281,-5.302700249377911,-5.162811879476158,1.0020245659017164,4337.564349117016,3117.0460203354028,Pararge aegeria,undetermined
lp__,-572.9754390000047,-572.641339999469,1.6117915452453817,1.420192654659816,-576.1180349583939,-571.043542294786,1.0021055390837397,2107.4498007400384,2890.1107217908047,Pararge aegeria,undetermined
b_Intercept,31.650290309835743,31.498284450754653,15.73110000352254,15.920278665425938,6.565469079168651,57.0433497886398,1.0003249366310154,4508.258753355302,3038.728527254074,Satyrium w-album,undetermined
b_Year,-0.001894718066067112,-0.0018047750611079822,0.00500117674658166,0.004920958553129209,-0.0101611839364928,0.006363970691962288,1.000622451441202,4720.080531735627,3308.656872105925,Satyrium w-album,undetermined
b_Temp,0.06429560926073635,0.06149909913526337,0.12162773128901895,0.11939538938531984,-0.13673915254585853,0.265150953414933,1.0029285463837856,4191.518398532,2472.4532706017335,Satyrium w-album,undetermined
b_Latitude,-0.2543681794874642,-0.2534217843296548,0.17272912117732908,0.1716736874458203,-0.5330842806264153,0.031953480062802186,0.9999757003788629,4606.60804491149,2919.171483951159,Satyrium w-album,undetermined
sigma,0.9730063271801648,0.9694128947317754,0.06362426155335682,0.06323860263294262,0.8740517985061292,1.0825835733289182,1.000309385555826,4340.795527687777,2936.8386599498817,Satyrium w-album,undetermined
Intercept,15.373927953314121,15.374213737728503,0.08997823819339976,0.0881774058283942,15.225441692754478,15.520850872214313,1.0009506222769318,4674.068628583947,2799.125923842569,Satyrium w-album,undetermined
lprior,-3.2441844370859685,-3.243181343146187,0.013291132245141632,0.013106703289706163,-3.2682651166920467,-3.224381314818013,1.0004180277692645,4359.8358626744175,2868.453206933579,Satyrium w-album,undetermined
lp__,-171.01173245479325,-170.6800451992608,1.62092405933496,1.4424172679735567,-174.10795228547016,-169.04813464440977,1.0021467041927263,1749.3627168373391,2108.7754178045884,Satyrium w-album,undetermined
b_Intercept,-10.09813331291929,-10.100469985777947,17.321556203987594,16.96978992203097,-38.66293601849352,18.356647263713118,1.0000572666370933,4569.48906460477,3283.6108636031186,Favonius quercus,undetermined
b_Year,0.004328862144634405,0.0042751190397710154,0.004462787185180653,0.004588880533565661,-0.0029244421599079135,0.011761404591679132,1.002996914052135,4671.1614956771655,3398.17731357012,Favonius quercus,undetermined
b_Temp,0.13226160688716684,0.13011632228050296,0.1862185942412835,0.1841817916590921,-0.1651589713028991,0.4391426286172167,1.0002625342781415,3863.1124196137594,2823.047423614359,Favonius quercus,undetermined
b_Latitude,0.3223267715094262,0.31787617451268346,0.2730002531682224,0.2733744498660346,-0.1245091175883219,0.7698709911436424,1.000451112772767,5015.202132383582,3116.066027856272,Favonius quercus,undetermined
sigma,1.2070536033356352,1.203246782180155,0.0810262102926831,0.07711571409055334,1.0786162057546869,1.3468893378417308,1.000963779333345,4208.7096628181125,2775.9195334657197,Favonius quercus,undetermined
Intercept,15.925972355980791,15.925731123975403,0.1066809388154305,0.10530327112491675,15.7489137729779,16.099499730955785,0.9998641583287813,4048.6074231887987,2788.4843638095545,Favonius quercus,undetermined
lprior,-3.3479908126268265,-3.3459669836478527,0.02548418614886669,0.024928071771437497,-3.3931139955857845,-3.3105503041857234,1.0009964670896012,4275.644177395555,2751.700585394095,Favonius quercus,undetermined
lp__,-200.20711079435915,-199.8628388427755,1.580987123053604,1.4434081697609527,-203.2619516585073,-198.24779615451132,1.0015192132933577,1873.7439205961084,2869.8034230499484,Favonius quercus,undetermined
b_Intercept,31.40417499379848,31.68757399928964,28.68702244606272,28.81948260875074,-16.805648961180168,78.54004093920331,0.9997794649658903,3781.9434051283297,2609.897528143377,Pieris rapae,undetermined
b_Year,-0.005147105940061783,-0.005235096893631309,0.008344082780095007,0.008407539982398664,-0.018795044691754425,0.00838629315366489,0.9999551470124841,4190.528985203907,2879.933397836203,Pieris rapae,undetermined
b_Temp,0.07887487565710673,0.07881991880420469,0.056331934466826536,0.056679337617914174,-0.01200003834598188,0.170938931381572,1.0013722760962356,4428.8468283311895,2777.6521309785626,Pieris rapae,undetermined
b_Latitude,-0.0024905620499503225,0.002688835925556146,0.380723537666758,0.3863194655210825,-0.6347916002091877,0.6195517277149973,0.999799384136419,4279.655264868907,3214.163016691641,Pieris rapae,undetermined
sigma,2.8485888426830472,2.8431433837880755,0.13864940824208213,0.13828070632250528,2.6280975626520195,3.086061071279327,1.0000924389029238,4479.604257155011,3186.238256333278,Pieris rapae,undetermined
Intercept,22.19366810648353,22.19406807765501,0.19432044461803913,0.19588877175466546,21.875899151801995,22.518955609981703,1.0049293434036464,4616.005265067532,2950.873322515012,Pieris rapae,undetermined
lprior,-6.427142503375703,-6.425148036830166,0.098027678202175,0.10010436857176205,-6.59202055812427,-6.269754491186206,1.0041330065081555,5031.299290984523,2828.9534745243236,Pieris rapae,undetermined
lp__,-565.1304673377332,-564.8277365199208,1.6191339553432829,1.4748562420244378,-568.230128549095,-563.1453044929008,1.000788215457223,2040.7267574972902,2649.288870657948,Pieris rapae,undetermined
b_Intercept,-8.123709293794427,-8.088747636958121,22.187233874853867,21.869209940290574,-43.75474881188517,28.6682647898627,1.0009816056228575,4342.06256075692,2974.136896046123,Hesperia comma,undetermined
b_Year,0.005321358368788789,0.005206659224711879,0.007113725777827681,0.007132907074088727,-0.00605629702127868,0.017322982684023946,1.0002391479903243,4538.386018293368,3083.3102050469406,Hesperia comma,undetermined
b_Temp,0.23255464935714248,0.23490976040579847,0.19950383466610022,0.20028756044795037,-0.09615420381480226,0.5553720495245937,1.0005482846628468,4530.023374811956,2836.887237980048,Hesperia comma,undetermined
b_Latitude,0.18840275207249954,0.19179000792006357,0.36565662864721454,0.3673257077787991,-0.40904836481513984,0.7815543590985465,1.0014869188392825,4107.675527629288,3332.108490782645,Hesperia comma,undetermined
sigma,1.542681153343639,1.5376696402981702,0.0935835129640309,0.09336133980843288,1.393512857948122,1.7031128686993589,1.0014205963953233,4143.859734373491,2941.828521484848,Hesperia comma,undetermined
Intercept,13.783789164332237,13.7822133677252,0.13378046977284633,0.131971921817068,13.565647568142147,14.012675190969013,1.0006820218029844,4819.9199120903895,2944.9202227213755,Hesperia comma,undetermined
lprior,-3.5854798860147064,-3.5832474542844857,0.04546349740271454,0.045603431029873714,-3.6636841322993847,-3.5146433733820155,1.0009503305179415,4495.8532404426815,2821.4981580512417,Hesperia comma,undetermined
lp__,-256.34636972346004,-256.03935747358435,1.5486181126367993,1.4241578896768503,-259.28284948829173,-254.4350467379697,1.002053024513805,2113.055303496555,2542.218441566481,Hesperia comma,undetermined
b_Intercept,5.991832338874493,5.880293514161508,11.736312415655293,11.858775656914808,-13.2728805328194,25.72146283208311,1.0001699279491674,4649.443206183632,3377.725761948872,Lasiommata megera,female
b_Year,0.004683771609557179,0.004609157696225968,0.0042020402006708495,0.004074688943760046,-0.0022921551862956045,0.011539216040847362,1.000198090177104,5183.47322332819,3301.877672945613,Lasiommata megera,female
b_Temp,0.0433755767891668,0.04339492248534697,0.025034218459725505,0.024516111854936126,0.0025509308937803447,0.08481060959627759,1.000595709031972,4298.365809156971,3134.3902475295818,Lasiommata megera,female
b_Latitude,0.12157759594471348,0.12001532010116017,0.13619314801273483,0.1374498584757055,-0.10542221921669216,0.34553988055032303,1.0025383538307056,4392.38807573842,3264.6904912018185,Lasiommata megera,female
sigma,1.7638671515870585,1.7619277997209608,0.05968218005898771,0.05977249696865695,1.6669094510838236,1.8649956536302992,1.0025038512834197,4486.7502355952665,2510.099604564528,Lasiommata megera,female
Intercept,21.876795763157066,21.874691738327687,0.08373474053497176,0.08435282053459132,21.74211916296202,22.016346458584316,1.0007158492554293,4554.943410456296,2860.5632795297975,Lasiommata megera,female
lprior,-5.882714286012855,-5.88119157771299,0.040035325470018784,0.039657610136040425,-5.9507045761840445,-5.81931389341702,1.0011778123311708,4301.349453809868,2588.150546092396,Lasiommata megera,female
lp__,-904.6373233661756,-904.3229184867655,1.5911375428471612,1.4145543447801845,-907.7624648663877,-902.7039160095447,1.0014220131623586,2138.2427086910916,2641.973628583792,Lasiommata megera,female
b_Intercept,1.5626979939294567,0.909712640153943,36.77677414141885,35.71014209904331,-58.3085417364668,62.79826595947911,1.0006741919669035,3461.0089512552904,2968.6336830699693,Satyrium pruni,undetermined
b_Year,0.008031904790064624,0.008003810767145042,0.007056589248667148,0.007103909640503169,-0.0032679147264732494,0.019722466868444803,0.9998854579057234,3730.0761163786383,3090.4477246924844,Satyrium pruni,undetermined
b_Temp,-0.3244349144641017,-0.3275812921067004,0.14462770687301352,0.14613294980110678,-0.5576263084833103,-0.08088849227949249,1.0025816207374065,4102.616164257349,2947.619395910636,Satyrium pruni,undetermined
b_Latitude,0.026789751577798376,0.03073369713210824,0.5143828090871883,0.5041071732668976,-0.8226317719097317,0.8507147050364209,1.0008973644526755,3716.5600532742333,3062.8432723613673,Satyrium pruni,undetermined
sigma,0.9790903653651466,0.9762913675471476,0.0608801507099744,0.061127050584556135,0.8844162387189233,1.0837448656812996,1.0037560799997312,4249.271272050646,2992.177364803555,Satyrium pruni,undetermined
Intercept,15.794547999580606,15.795601775488251,0.0855860234886025,0.08470246986251723,15.651216421432075,15.934786454979923,1.0023012651270558,4744.567384157856,2834.44651609556,Satyrium pruni,undetermined
lprior,-3.279367853303935,-3.278129594392485,0.016001343405984452,0.015975005439536564,-3.30756374826151,-3.2551835304054353,1.0018031517697787,4878.549098409488,2799.928460181467,Satyrium pruni,undetermined
lp__,-197.07955855017823,-196.7467990781314,1.648997608350209,1.4735220738929724,-200.2817864792084,-195.07636114998462,1.0005254679484321,1703.057792584778,1998.3936142157268,Satyrium pruni,undetermined
b_Intercept,52.567242634592745,52.541715133504205,21.437353873519964,21.876471834767013,17.854542033264874,88.09741036328079,1.0005175910819009,4043.987918113154,2510.3913792550734,Satyrium pruni,female
b_Year,-0.003909309555918038,-0.003974753776987828,0.004332835419321737,0.004381723816011861,-0.010936015238601219,0.0032390270200237828,0.9999637254394782,4584.607135692994,3404.87729335155,Satyrium pruni,female
b_Temp,-0.11591821466094535,-0.11521809733244189,0.11112986862235562,0.10557961653519535,-0.3007507916257333,0.06759193432755585,1.0006359132022684,4592.608439950833,2615.517076193731,Satyrium pruni,female
b_Latitude,-0.5406314743794112,-0.5413833035407645,0.30477121386817957,0.3048660355457239,-1.0434111585710855,-0.043081257702206444,1.0007211987184972,4125.541681237942,2920.2823020670844,Satyrium pruni,female
sigma,0.733572837346653,0.7305110206026229,0.04409225478472795,0.043557131821129046,0.66702926278806,0.8086524328898175,1.001214982360056,4632.464233786079,3033.8336264386526,Satyrium pruni,female
Intercept,15.825122328173848,15.82613551762529,0.06072696445869955,0.060384153311901084,15.725216618382673,15.924814600107835,1.0021455453500239,4911.9405144848215,3327.229968214416,Satyrium pruni,female
lprior,-3.2396181732165923,-3.2388656943158516,0.010487053527174925,0.010405238613342575,-3.2577763354715703,-3.2233833430031105,1.0004737959067023,4876.690308172105,3100.976446213038,Satyrium pruni,female
lp__,-158.27815697770737,-157.94737598228443,1.5550041490788666,1.3812226095227496,-161.29409680943616,-156.36625142984286,1.0009636321014297,1846.985306318411,2592.7264199645074,Satyrium pruni,female
b_Intercept,9.172808174559757,9.12472793290204,9.636856488881724,9.648510920910132,-6.700431999153738,24.525094246698604,1.0003602439635368,4654.464044936504,2958.116496179368,Satyrium w-album,male
b_Year,0.004197627055584382,0.004128660376940591,0.0037462162570117558,0.0037538832843152206,-0.0019352477267786463,0.010305949671340261,0.9998089766153935,4787.834571048667,3063.305679302551,Satyrium w-album,male
b_Temp,0.06097894357030089,0.05794327606825825,0.10696283414866829,0.10649820117383003,-0.11073172701946507,0.2381599416166742,1.000990109032933,4617.994842531503,2986.9950820043714,Satyrium w-album,male
b_Latitude,-0.05929462584852755,-0.05868385636819458,0.11490362288293882,0.1176416485757143,-0.2514595346540756,0.1282450678910718,1.0012535494536368,4420.8882589902305,2844.228771993005,Satyrium w-album,male
sigma,0.7631940223170292,0.7603638947906012,0.0470140015273179,0.0461318825686562,0.6898869356466599,0.8456592065426092,1.0006725897727793,4417.022700573453,3100.145875038678,Satyrium w-album,male
Intercept,14.728533165265096,14.728206027756872,0.06390462699349624,0.06436196153626908,14.625628952685364,14.83255593807431,1.0003284714498568,4119.594289247894,2911.7161487175804,Satyrium w-album,male
lprior,-3.226601378606826,-3.225930553241205,0.009742946916585359,0.009391528277123482,-3.243693275590292,-3.211897777374752,1.0019178201136467,3839.869274743257,2762.0594353057095,Satyrium w-album,male
lp__,-165.93756744086414,-165.60597428241638,1.5920289893506452,1.4266776176383533,-169.00470054035466,-163.97873179525382,1.0001771160967403,1944.8848939717107,2564.1194636033997,Satyrium w-album,male
b_Intercept,-7.602718332315322,-7.50195726338774,21.996585527098958,21.740182369305774,-45.11951900136742,28.512730727315557,1.00033133302372,4507.142712014974,3216.5313240316204,Erynnis tages,undetermined
b_Year,-6.608970046141257e-5,-2.5181058543642556e-4,0.008050452185663024,0.008179643488108401,-0.013238956088629853,0.013236669268774785,0.9999895651808112,4460.702631432871,3163.916466130625,Erynnis tages,undetermined
b_Temp,0.08998811863254359,0.08776547802078284,0.18532103748007658,0.18320888159168236,-0.21548322194781253,0.4054613316550655,1.0006449425322734,4033.077627824478,3218.2571567399805,Erynnis tages,undetermined
b_Latitude,0.37188583384754836,0.37128644705406744,0.3509697885537172,0.3566387634783042,-0.1920707459577292,0.9439117854843659,1.0001567668411768,4002.1916721214757,2957.1419140491007,Erynnis tages,undetermined
sigma,1.7362490911336907,1.7313124880530344,0.10418339164523081,0.10124069270008075,1.5774059612553732,1.9223625451428354,1.0008993003870108,4610.150494721486,3377.514611694461,Erynnis tages,undetermined
Intercept,12.125626205689512,12.125137340199307,0.143181415098272,0.14426286602470423,11.894361482484229,12.364641080867578,1.001255963764855,4247.352473159732,2876.6692722337075,Erynnis tages,undetermined
lprior,-4.256970513514338,-4.256006964859994,0.07051813155815026,0.06834491811329663,-4.376494502443957,-4.144041336578347,1.0028747213514693,4498.501852964638,2890.036679842149,Erynnis tages,undetermined
lp__,-287.1616026659256,-286.85797714604985,1.5972112997631946,1.4706188701627394,-290.2110603601553,-285.1979601462656,1.00084403376715,1904.1370204362581,2627.930949441849,Erynnis tages,undetermined
b_Intercept,24.07547584295416,24.043151112510373,13.284356899431101,13.524379230562204,2.712493361454272,45.79084017255733,1.000273086374072,4608.036005019386,3057.340058365919,Aphantopus hyperantus,female
b_Year,0.0065657524839887625,0.006581684843653767,0.004653520563473453,0.00475196490659635,-0.0011142015828574325,0.014074761813515786,1.000016863559168,5164.040259943063,3280.7756130910125,Aphantopus hyperantus,female
b_Temp,0.1645526776358768,0.1632551026693207,0.11201581957019799,0.11211702664199562,-0.020484149140451696,0.3492960784121045,1.0009755534806726,4247.80321629881,2705.580254880567,Aphantopus hyperantus,female
b_Latitude,-0.3139275759281894,-0.3142033744730025,0.19482059466769738,0.1982331019305636,-0.6284367366701527,0.008215607316439277,1.0000936520590138,4042.4583465266337,3013.118905190108,Aphantopus hyperantus,female
sigma,1.1003345266619435,1.0971495354975875,0.06478090941723068,0.06435331555922064,1.0013082233822719,1.2138301439928423,1.0010301877168812,4825.2021412139575,2897.0737622279903,Aphantopus hyperantus,female
Intercept,22.087014457034382,22.087739194721543,0.08929360768474666,0.08721496926198447,21.94060033265982,22.233823720093234,1.0000451649732538,4678.16818085029,2981.6892866920048,Aphantopus hyperantus,female
lprior,-5.7890212383442305,-5.787763655925632,0.0401377070312393,0.03968133582305437,-5.856382951529214,-5.723781094672596,1.0001594742231132,4543.378993773145,2754.9866967888165,Aphantopus hyperantus,female
lp__,-226.27336247599666,-225.92633741428966,1.5911838048183025,1.3747289703545993,-229.33643320608715,-224.3360401140338,1.0001305073898894,2085.442499291503,2619.5574662445524,Aphantopus hyperantus,female
b_Intercept,66.20441980341273,65.85830156806878,31.709579003690386,31.299038585627056,14.388748724961609,119.15011974099956,1.000894371889922,3163.786801914091,2495.268170440022,Satyrium pruni,male
b_Year,-7.335718166539065e-4,-6.910957258823043e-4,0.005484208712583698,0.005315170327803785,-0.009786477566128082,0.00845060160075192,1.001473463289535,3635.851744613891,3163.621509985154,Satyrium pruni,male
b_Temp,-0.21266119201886854,-0.21288248635725604,0.115138182032043,0.11875177775692182,-0.39959688749157135,-0.026694005990142274,1.0009533989767687,4234.210797573844,3266.769747022923,Satyrium pruni,male
b_Latitude,-0.9186514977779862,-0.922337169432631,0.45221959562948494,0.44953425393788815,-1.6679726219667992,-0.18517199676836837,1.0004467834916193,3239.442309893188,2858.41163661505,Satyrium pruni,male
sigma,0.8789551370484502,0.8754372321927498,0.052801155771071785,0.0507087076119416,0.798229502526673,0.9744963035257922,1.0004299808722856,4500.327473646183,2820.1932574128023,Satyrium pruni,male
Intercept,15.012889916791295,15.0113604931975,0.07474507790753525,0.07344021067089314,14.887839066401703,15.137025712847787,1.0042115983724753,4547.207228389459,2835.0063464692503,Satyrium pruni,male
lprior,-3.226551677114272,-3.225624286994889,0.01016016152877198,0.009650035301619465,-3.244849911564523,-3.211700473820473,1.0005636650376875,4353.827897130701,2864.1166728665626,Satyrium pruni,male
lp__,-192.31476698287366,-191.99644904790375,1.6380639091291258,1.4706751286232052,-195.50019420238263,-190.3164593561543,1.0010973705193105,1707.6289945165229,2328.8224176733447,Satyrium pruni,male
b_Intercept,-6.109073328115827,-5.891647946455625,12.831100910586843,12.437329243635096,-27.716379736117677,14.40499594408314,1.0021363499326656,4388.4240885851095,2711.8822201491316,Celastrina argiolus,undetermined
b_Year,0.007665352537041186,0.007701517814416226,0.004326851764133955,0.004295073445784816,5.034177251304438e-4,0.014829554666149826,1.0006073622388543,4889.523436650539,3190.5624437621673,Celastrina argiolus,undetermined
b_Temp,0.09614182509530247,0.09579707774923679,0.02245365876873359,0.02265222092813985,0.058654664285945436,0.13325029492641172,0.9999588695393445,4636.787994728992,2914.3309920177753,Celastrina argiolus,undetermined
b_Latitude,0.1005153283621258,0.09831310487341247,0.16581968195797359,0.16536515717794656,-0.16521559928966517,0.37490266197727956,1.0016110644574465,4471.759158555899,3020.708430525087,Celastrina argiolus,undetermined
sigma,1.3552891269140797,1.3529680366137469,0.057983656680248394,0.05773283465514541,1.2636130901580143,1.4532484783519215,1.0009281351037589,4277.471249488532,3164.060823253631,Celastrina argiolus,undetermined
Intercept,15.002396885569757,15.001207789683999,0.08012688578133888,0.08039005867911576,14.872241938689227,15.136177523542841,1.000572644810121,4720.92534329471,2993.958393086896,Celastrina argiolus,undetermined
lprior,-3.333234033103623,-3.3323678762964644,0.015870937142239302,0.015428562773383427,-3.3609581821996186,-3.308779188571015,1.0005383133518688,4143.787190777242,3391.1285120886,Celastrina argiolus,undetermined
