variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Sp
sigma,0.07636403538175093,0.07634436995707378,0.0016615778276582122,0.0017015454434760055,0.07365446351406513,0.07911432773558534,1.000311842286412,3416.507394110211,2499.110990238757,Anthocharis cardamines
Intercept,2.955577959279992,2.9555206316204403,0.0022950543169581506,0.002296662724309329,2.9518389518620016,2.95930053728193,1.002291691300309,6896.1558626872675,3297.2018744156326,Anthocharis cardamines
lprior,-3.148790127057153,-3.1487860144688358,1.2699938985712213e-4,1.243105800139162e-4,-3.1490016466889763,-3.1485842083324975,1.0018748699455107,6480.674438519993,3360.3171731911366,Anthocharis cardamines
lp__,1280.0966582123895,1280.4346513331127,1.7617093369733277,1.63547409548275,1276.8471097835925,1282.3115922128045,1.0008862079390706,2038.3152820581786,2856.8710439650245,Anthocharis cardamines
b_Intercept,5.054162761690379,5.053055014433113,0.09441471784295351,0.09754807072434081,4.90290790696502,5.209125624867842,1.0010587226753251,5162.363942618164,3103.7093749093115,Hipparchia semele
b_YearRescale,0.0019681169587412593,0.001832017708143687,0.007128259243023334,0.007049285348431893,-0.009661309387660764,0.013908962224378965,1.00269843943429,3189.817353950214,2843.3548525528154,Hipparchia semele
b_Wilson_LateTemp,0.0015068221727423513,0.0014990777894189982,0.0015836123778836255,0.0015656160405844678,-0.0011216699810779197,0.004117594606932063,0.9997654762794871,5669.700931340119,3185.564113406344,Hipparchia semele
b_Latitude,-0.035528470299853614,-0.03549042519065927,0.0018353340816953377,0.0019091235421377086,-0.03854737008288768,-0.032568518284344386,1.0015093165358464,5174.238167930403,3198.7112354277338,Hipparchia semele
b_Sexmale,-0.09162034376254365,-0.09158642668641671,0.003261776565136271,0.0032315235777515836,-0.09701552026335421,-0.0863767135783669,1.0009637242617706,4843.717897514764,2708.0570812596206,Hipparchia semele
sigma,0.05387333147268399,0.053844334225739976,0.0011347666159877527,0.0011231908339612157,0.05201011822390161,0.05583840395659729,1.0019547321397584,2475.659967094753,2594.5136077419806,Hipparchia semele
Intercept,3.1956135192438286,3.195597074251986,0.0016159572827545883,0.0016424344992904485,3.192975313562263,3.198293743829548,1.0005062619287834,7145.074581695526,3209.231731907166,Hipparchia semele
lprior,-3.167552637218394,-3.167551346704797,1.691945059148554e-4,1.743485513666958e-4,-3.167828716110273,-3.1672786338130297,1.000778597552351,6966.985342879445,3100.254868341122,Hipparchia semele
lp__,1668.1767653347524,1668.497650151579,1.7078852878657125,1.5376580256282593,1664.9839149223506,1670.3661938012388,1.0019345556102348,1797.8432565880555,2551.7739314171954,Hipparchia semele
b_Intercept,3.239901741384003,3.2385244052452586,0.21883450631528598,0.21881164095972272,2.889357321443101,3.602670470539129,1.0024449744945931,4797.577590749322,3269.343049893415,Argynnis paphia
b_YearRescale,0.019215950050971355,0.01922499063521143,0.007140402738279427,0.007094771349920207,0.007488385841345906,0.031065225722763767,1.0011246263273916,3717.115942718895,2733.3926628580434,Argynnis paphia
b_Wilson_LateTemp,-0.0031370066949003503,-0.0031459041231643387,0.0017795201687318114,0.001793132026486908,-0.006101595570734987,-1.4366277305265842e-4,1.0042900657740799,7008.849327186632,3286.3267375850587,Argynnis paphia
b_Latitude,0.004228554448696175,0.004314420946130344,0.0042678584514369115,0.004282131949505062,-0.0028275317454794823,0.011159500363698517,1.002716331316874,4840.946569787465,3223.304152311602,Argynnis paphia
b_Sexmale,-0.04111720223545814,-0.04115817361409556,0.003152083965684525,0.003184972709934668,-0.04626021887673009,-0.03596215195713794,1.000051617781502,5573.871837429411,2643.232456909789,Argynnis paphia
sigma,0.04919027796837775,0.04918899138348394,0.0011198033941660541,0.0011599713252427144,0.04740750322629174,0.051065376849501055,1.000541869518159,3149.1680751433946,2833.2453643940107,Argynnis paphia
Intercept,3.4158549265903426,3.41588291240111,0.0015386689850699037,0.0014872991247132606,3.413353578813491,3.4183978560808557,1.0010181385331403,6181.448127725758,3078.7652954678497,Argynnis paphia
lprior,-3.1953979577085594,-3.195400604531544,2.2916443015925502e-4,2.1996312594454388e-4,-3.195776604781742,-3.1950227940575315,1.0010099780437625,6197.541256179824,3129.8350766992944,Argynnis paphia
lp__,1549.2823968490766,1549.60771000769,1.7383762925773683,1.5427068323155855,1545.9426467631342,1551.4577095309103,1.002283666191928,1980.7006689173047,2564.58861223029,Argynnis paphia
b_Intercept,3.345187455306231,3.340640281961603,0.6475674025709472,0.6428761451168914,2.280312539343863,4.412180073739923,1.0002025880002243,2934.180525880373,2752.150915443781,Melitaea athalia
b_YearRescale,0.056607287265403976,0.056895588199881345,0.017609666302130643,0.017417437598016505,0.02745164190183442,0.08522368404266137,0.9998505166418825,2910.0019353443236,2776.5097691947276,Melitaea athalia
b_Wilson_LateTemp,0.0028239765611399255,0.002837827499056449,0.0015449409744234847,0.0015645369936271645,2.591302996212348e-4,0.005355861651736303,1.0003690982593423,4967.861528319357,3267.144085951935,Melitaea athalia
b_Latitude,-0.009469558740806574,-0.009414368002243864,0.012859011982628643,0.01281477714866274,-0.030569706292596203,0.011767129439921514,1.0004616625919736,2877.7554442560254,2750.8260139535223,Melitaea athalia
b_Sexmale,-0.04095294164413641,-0.040932572536370906,0.00465789904397442,0.00466900361908412,-0.04861329169873899,-0.03342651598752591,1.0020276367124157,4212.635572262315,3020.2068857032873,Melitaea athalia
sigma,0.06664515492375236,0.06658418114163961,0.001615701904462249,0.0015914977816561164,0.06405099807632461,0.06941304338810418,1.0009631998129815,3536.7597983765727,2875.328260861547,Melitaea athalia
Intercept,2.9289093119145493,2.9289409362725385,0.0022920772273102427,0.002348735135401249,2.9250957646058886,2.9327650786147386,1.002218868696413,6507.871413951761,3292.79576084847,Melitaea athalia
lprior,-3.1472680099089256,-3.1472663885624783,1.1434230013309143e-4,1.1614854254903055e-4,-3.147459347715087,-3.147080270137858,1.0019274570351406,6149.932842948472,3343.414494014954,Melitaea athalia
lp__,1100.2830402358595,1100.5422539645906,1.671632410295289,1.5612395267614072,1097.0673963492884,1102.4520728342704,1.0023230825602343,2139.467232029056,2848.0390730665627,Melitaea athalia
b_Intercept,2.166073861883225,2.1663479150388705,0.15186052087566462,0.1515392688550543,1.919919623922007,2.4174849627583503,1.0011731807720239,4644.359957397415,3036.09250923129,Ochlodes sylvanus
b_YearRescale,0.029753517011392106,0.029468488425012672,0.008572060356795074,0.008934839114627372,0.01566347601006149,0.04377648141762971,0.9996101456451836,3650.364211925982,2961.538691491352,Ochlodes sylvanus
b_Wilson_LateTemp,0.004752860019028053,0.004778708392808069,0.0015983389094634275,0.0016133928711401927,0.0020616317796480514,0.007438510575814905,1.0003216027600206,5314.763842824861,3124.255114570535,Ochlodes sylvanus
b_Latitude,0.008155404436229014,0.00816893216056058,0.0029073354371200143,0.002875465971191637,0.003368804647492382,0.012849095229863588,1.001743164643674,4678.271266509792,3134.911927367779,Ochlodes sylvanus
b_Sexmale,-0.07154442901531924,-0.0715296005835237,0.003698483055028193,0.0037354857870483234,-0.07756702414578794,-0.0656154015318551,1.001370453155275,4993.478211697206,2630.9275000227008,Ochlodes sylvanus
sigma,0.05026879888632476,0.05022957577312589,0.001234810234547452,0.0012352180439120172,0.04829957013378592,0.05234461096333882,1.0003052066628888,3655.1633449685346,2868.6963929445737,Ochlodes sylvanus
Intercept,2.6325823973521794,2.6325410387495864,0.001765518082288612,0.0017873709438673627,2.6297009774625972,2.635537579896126,1.0000091123032806,5364.497282485385,3348.269320433773,Ochlodes sylvanus
lprior,-3.141966755981469,-3.141966628060519,2.8434906189073997e-5,2.827961982036444e-5,-3.1420143111789147,-3.1419207133576235,1.0001839024644552,4906.959920491117,3451.6304792530073,Ochlodes sylvanus
lp__,1300.1240040950054,1300.4252127201821,1.6964503710916863,1.5345114851665262,1296.9447095612184,1302.276280364476,1.0005647798474633,1812.6282853916327,2819.759754355095,Ochlodes sylvanus
b_Intercept,3.0929160356070122,3.093333029592228,0.16322482458595758,0.1707474144892479,2.8290148433898734,3.360557804785435,1.0022089761784079,5078.82230953332,3099.836578388174,Speyeria aglaja
b_YearRescale,-0.022669790958340028,-0.02256531539094217,0.00788276670071242,0.007643875601742215,-0.03564444330536635,-0.009846851861259123,1.0016677132014873,3012.140618405479,2465.4493311861083,Speyeria aglaja
b_Wilson_LateTemp,0.004266203929907985,0.004287763861109023,0.001476787554561521,0.001492189327317881,0.0018004084406631753,0.006659225492030696,1.0018136103084085,4764.902758451505,2874.557734331194,Speyeria aglaja
b_Latitude,0.004899400793451204,0.004917022028352772,0.0032303512995133146,0.0033188527141802325,-4.470658887500508e-4,0.010115764572053211,1.00292342872704,5039.455114816902,3025.5395761795953,Speyeria aglaja
b_Sexmale,-0.08321179001855124,-0.08326207513885703,0.003659750213864222,0.0036747116474737714,-0.08909168882214676,-0.07725022729213117,1.00277452334709,4558.127730188498,3045.366853202689,Speyeria aglaja
sigma,0.04925524580166528,0.04921852869364639,0.0012201663087725331,0.001201968256091341,0.04729086218834633,0.0513586972067115,1.0011268714376533,2741.9319757965377,2428.199926686859,Speyeria aglaja
Intercept,3.30858346929769,3.308615887205862,0.001718642672652892,0.0017184608741240032,3.3057481573880723,3.3113595875566597,1.0015625206098429,6490.28180786294,2716.9623458680326,Speyeria aglaja
lprior,-3.180592617644604,-3.1805949554159154,2.1940277132109556e-4,2.1859064051840907e-4,-3.1809471128024764,-3.18023375790082,1.001291643873133,6482.100731290242,2682.0216816717257,Speyeria aglaja
lp__,1316.619073546041,1316.9486415606866,1.758756417963649,1.5819838422145995,1313.215778872362,1318.7914692662466,1.001567849894839,1767.7068346642893,2388.549880218098,Speyeria aglaja
b_Intercept,2.2594028874149306,2.259169425750656,0.20581330316088395,0.20928377663859327,1.9267598252521159,2.603843690459065,0.9998822697800321,6104.456378645504,2874.719135737835,Pyrgus malvae
b_YearRescale,0.032946222578762785,0.03281251884604248,0.009792002562682464,0.00988190875438232,0.017031563032534995,0.048895145297538765,1.0010360335129576,4144.905635903103,3149.330852680994,Pyrgus malvae
b_Wilson_LateTemp,0.004036087422705845,0.004034591118672061,0.0015422642074143123,0.0015387900083812154,0.0014710230606545566,0.006558720907990578,1.0031483721206498,5642.586334118506,2974.071296670718,Pyrgus malvae
b_Latitude,8.747721784947522e-5,1.545650045005596e-4,0.004065171957270102,0.004145269663649307,-0.0067195162677623245,0.006778207446730361,0.9999036615138399,6048.2038091033855,3135.5648672025245,Pyrgus malvae
b_Sexmale,-0.017627281025276866,-0.01761573457325086,0.0077116132692011405,0.007825754807766835,-0.029997922095988144,-0.00499558418199132,1.0017684643727491,4015.6990847071766,3061.694065717649,Pyrgus malvae
b_Sexundetermined,-0.009730555219878216,-0.00982705817351533,0.006107502805729404,0.006091618049812392,-0.019877286363056006,6.252025211601121e-4,1.0007604007157487,4621.960127767632,3063.0798938089465,Pyrgus malvae
sigma,0.0531157945234779,0.05310135654815937,0.0013418990923699942,0.0013419987292553023,0.05096272972193894,0.05535013534459177,1.0008901542994622,3637.2054322999475,2820.0330056804673,Pyrgus malvae
Intercept,2.3680473628317955,2.3680595237443702,0.0019314325623471973,0.001964617082983867,2.3648379088317975,2.371216688332768,1.0025134616363172,7017.932455092751,3234.880100861059,Pyrgus malvae
lprior,-3.153232948651295,-3.1532296437098375,1.3666176099706468e-4,1.3765173401354404e-4,-3.1534607712758516,-3.153008409031379,1.0028448122486415,6720.39727219609,3104.8418016242526,Pyrgus malvae
lp__,1195.1047765408643,1195.4598453924445,1.8631733854780161,1.7270022830026555,1191.5356272906931,1197.5783631418815,1.0022150631536024,2022.4273249682353,2969.0619306108006,Pyrgus malvae
b_Intercept,2.0757078880694895,2.076156520648139,0.16342940011646426,0.16690390933704072,1.8066364148338254,2.3517593392152234,1.000641431571238,5607.247756494982,3471.9297688218303,Thymelicus sylvestris
b_YearRescale,0.031206538237100772,0.03130737464248466,0.007794994820903916,0.007697330701485527,0.018298183103170284,0.04417526287268257,1.001105611313843,3329.3823162759954,2744.884393051266,Thymelicus sylvestris
b_Wilson_LateTemp,0.0023839791030044995,0.0023770764017186155,0.001762087649274201,0.001784882577386701,-5.457455905874551e-4,0.005276880873498874,1.0022059656869846,5334.191081224782,2870.88516412387,Thymelicus sylvestris
b_Latitude,0.00789242851675655,0.007901155134072229,0.003161263398219736,0.003202582765599951,0.0025879491586043102,0.012987753231493867,1.0006227248634956,5610.653267937291,3280.089643592652,Thymelicus sylvestris
b_Sexmale,-0.037007072515931924,-0.037007385989946615,0.003585606444794654,0.003563703040542594,-0.042913261555526674,-0.030984206572486853,1.0002298315035092,5468.030845488802,2835.1266107086008,Thymelicus sylvestris
sigma,0.045158138007535806,0.04511656113497324,0.0012615453383600086,0.0012639992623496305,0.04314401552623783,0.047283731340499534,0.9999589997832914,3529.309119230017,2601.787311812179,Thymelicus sylvestris
Intercept,2.5276166459379596,2.5276126942709904,0.001791660490418101,0.0017911808666623023,2.524653421488705,2.530587912509174,1.0003486485877733,5308.305782747784,2937.652797849421,Thymelicus sylvestris
lprior,-3.1445972015256163,-3.1445965879079054,6.652339212486054e-5,6.495466967413494e-5,-3.14470731912728,-3.144488536507492,1.000819596557847,5340.386762974458,3125.1563473537385,Thymelicus sylvestris
lp__,1136.2289655855238,1136.5805015039516,1.78253876326999,1.6274930656377362,1132.8146870122841,1138.497484942237,1.001866596162616,1836.5063684266709,2378.623426914081,Thymelicus sylvestris
b_Intercept,3.6635279565026675,3.6695520777775594,0.21085056601179858,0.21453176652633535,3.3200636208570633,4.003016232647825,1.0017890361801696,5436.768643885445,2859.313084865001,Fabriciana adippe
b_YearRescale,-0.03253295968851701,-0.03256083551289285,0.010551736762225001,0.010404354097861198,-0.04967487362291955,-0.015135289014608345,0.9995068316687721,3830.1222643189712,2752.2898895009043,Fabriciana adippe
b_Wilson_LateTemp,0.0072763356446301376,0.007299328855694335,0.0017020786216388358,0.0017367572187592121,0.0044833149917330745,0.010009670495653052,1.001075744011793,4951.982187514923,2848.8756012898034,Fabriciana adippe
b_Latitude,-0.006998025151018939,-0.007077600287206526,0.004127904224210434,0.004184348307430732,-0.0136551755799019,-1.8912459482283944e-4,1.0020519030654471,5504.460688503031,2828.0998760261577,Fabriciana adippe
b_Sexmale,-0.08070727985250313,-0.08077036119230159,0.004197655128218939,0.004064922981921514,-0.08755209257280733,-0.07387631062431442,1.0019934539466262,4844.399573809617,2468.4038501214363,Fabriciana adippe
sigma,0.04819227975599377,0.04817137423186485,0.00140329689614678,0.0013921130481474525,0.0458940346534672,0.05058389059452562,1.0005250691071486,3500.724300468311,2851.0965419155755,Fabriciana adippe
Intercept,3.2994703531590437,3.2995050028068764,0.002046638960861035,0.0021050553480606994,3.29607242956152,3.3027611368335035,1.0016056933156805,6266.87501606579,3157.2517837029345,Fabriciana adippe
lprior,-3.1794298539753076,-3.179433526739715,2.5749546603204884e-4,2.666681435935285e-4,-3.1798465155526707,-3.1790039415754925,1.0012116279539418,6182.7354033142765,3169.844740635202,Fabriciana adippe
lp__,930.7266830997277,931.0559294788102,1.7578553309243334,1.5528852564460858,927.4536173244309,932.9348268368673,1.00091322270393,1780.5797092084567,2412.2988517170247,Fabriciana adippe
b_Intercept,2.675693534441318,2.6744153670536317,0.2402525500988109,0.23966203403497935,2.2803027894676564,3.072890107544081,0.9994562252836205,6020.799606373759,2946.497188088635,Erynnis tages
b_YearRescale,0.028062296214124736,0.027907309521730685,0.011002381337990284,0.011215264852096658,0.009925513331140832,0.04621134965911459,1.0036386543347238,4722.5388061793765,2592.7148167619266,Erynnis tages
b_Wilson_LateTemp,0.008099125227204454,0.008067432571894151,0.002391531404037467,0.00235981867948515,0.0041590233075589605,0.0121168822099648,1.0021389323852214,6158.901869925498,3379.7855964200617,Erynnis tages
b_Latitude,-0.006293460259118116,-0.006278291590626621,0.004669166423915831,0.004674893420165975,-0.014053412684939209,0.0013907346605939183,0.9995458697010183,6032.019389872982,3031.266828917247,Erynnis tages
b_Sexmale,-0.023159111847841467,-0.023060782795126716,0.005407104412823473,0.005457164938660867,-0.03204047735547259,-0.014260618012938993,0.9994505649456832,4713.881083834195,3151.0425347382047,Erynnis tages
sigma,0.05463587941055254,0.05460677616802149,0.001696789449205841,0.0017240809027994953,0.051893974389175035,0.057430277049457065,1.0012899666038628,4458.012869398961,3122.498703774074,Erynnis tages
Intercept,2.5087247657425564,2.508712780440353,0.0023284871229461786,0.0024195918386117803,2.50489452571514,2.5125028210086633,1.0015775673853462,6374.529579535656,3476.411917313157,Erynnis tages
lprior,-3.1454299743813365,-3.1454278059479917,9.713866695003115e-5,9.973379677824913e-5,-3.1455928153633934,-3.145274700085151,1.00177802587586,6298.857147622764,3236.1609993449238,Erynnis tages
lp__,795.2763067370104,795.6117529864932,1.7324988060793691,1.5618764503829619,791.9187576856141,797.4686921387915,1.0022511053325944,1937.4953844171164,2635.877815653321,Erynnis tages
b_Intercept,-0.1143141269039445,-0.11588136220278988,0.3624282915922019,0.35531137428480525,-0.7014055620101969,0.48142837823753637,1.0011681605450018,5169.25470697266,2648.0299637462026,Thymelicus lineola
b_YearRescale,0.05659441800986925,0.056692232795924696,0.011593612038727464,0.011453312408149171,0.037476378559290015,0.07559577557073979,1.0004944604381605,4708.528764269085,2903.819832832661,Thymelicus lineola
b_Wilson_LateTemp,-0.0026819283873305184,-0.0027145085182670265,0.002526015114971147,0.002488798107811,-0.0068183963301787845,0.0014150869013750342,1.0002329212766259,5470.337432051333,3155.4164691837304,Thymelicus lineola
b_Latitude,0.05022241007992621,0.05024088520616796,0.006968049388568179,0.006834906567765649,0.03876780317685779,0.06169405599921766,1.001687782519953,5158.499946589467,2611.6080291723188,Thymelicus lineola
b_Sexmale,-0.06848267835207984,-0.06845333870213449,0.005391833118796095,0.005373096989178145,-0.07733615765328374,-0.05949292512949692,1.0012851529602986,4820.93857836088,2864.6869752210823,Thymelicus lineola
sigma,0.05949475712649954,0.05943030934016697,0.0018742854129233024,0.001888910256469748,0.056470023123493564,0.0626641252181176,1.0009222196484984,4345.306815218174,2809.3765815889733,Thymelicus lineola
Intercept,2.4806845047920256,2.4806657689931964,0.0026216882594008273,0.0025630330479534586,2.4764238138839625,2.485003669246786,0.9998768417374132,5918.112848541437,2884.536754220876,Thymelicus lineola
lprior,-3.146714629721496,-3.14671271063085,1.2496470637089383e-4,1.2176371524875575e-4,-3.146921758869475,-3.1465103962964482,1.0002651351581424,5622.957947145917,3031.4965789064718,Thymelicus lineola
lp__,731.1634549245894,731.5142396291135,1.7729560020331623,1.5973833434879945,727.7592794008461,733.3624348877082,1.001866404731445,1951.6268687903223,2447.4521107267847,Thymelicus lineola
b_Intercept,-1286488992689100.5,-2552937079445075,5340307943913274,5144049779728942,-8278469513389917,8673576136212870,1.2467618314275173,12.75345916614547,96.91611887764462,Polyommatus bellargus
b_YearRescale,0.0028900977108843977,0.00277042018984745,0.022942176955363918,0.02281810361228436,-0.034962186928937475,0.04097682223360659,1.0010146079360676,3651.193957961096,2696.3344954807626,Polyommatus bellargus
b_Wilson_LateTemp,-6.502299251080351e-4,-6.445353150876865e-4,0.0019476448754658679,0.001926264176618321,-0.0038790718843104456,0.0025427676135555423,1.000041736945367,4886.291541004016,2770.7205331039027,Polyommatus bellargus
b_Latitude,25185077008247.684,49977821270463.95,104545058356138.9,100702991298769.08,-169799107624553.5,162064264358257.97,1.2467618314275173,12.753459166145468,96.91611887764451,Polyommatus bellargus
b_Sexmale,0.005374498281534958,0.005315935334667926,0.004028577515337293,0.00396833932579874,-0.0012205307792338294,0.01193133880672838,1.0010202319087615,4090.5158965912583,2728.97773014433,Polyommatus bellargus
sigma,0.04356973406019097,0.043571811301230376,0.0013943394354457217,0.0014089120886726595,0.04128927838078485,0.04588043478694254,1.0007018884473606,3395.152734118834,2567.796504524008,Polyommatus bellargus
Intercept,3.2050591932859738,3.7350142604329615,2.2285066544579486,2.1458867110733792,-0.951460605470409,6.1241195995414,1.2467417947346207,12.754496362469222,96.8185931743724,Polyommatus bellargus
lprior,-3.5864404388876965,-3.4970971121734897,0.4110972291693375,0.37805290893163507,-4.445290184061093,-3.146523280284455,1.0843495573724093,55.12617480658777,132.39560896300353,Polyommatus bellargus
lp__,860.2521905452677,860.5753687196923,1.6497739172319446,1.4601714409741235,857.0606732140371,862.3299041115936,1.0045113016279308,1109.1991083345588,2362.8678971710747,Polyommatus bellargus
b_Intercept,3.231884239859306,3.2311233667260444,0.18551284309169044,0.18466442236943767,2.927023931625375,3.5336406141083536,1.0011471883062757,5134.4492515277925,3199.6508735111306,Pieris napi
b_YearRescale,0.04524827417485135,0.04551250959499938,0.015200387282884083,0.0150833554875103,0.02011750294085353,0.07041182198437262,1.0007461906206496,3922.5227482900164,2822.046874552867,Pieris napi
b_Wilson_LateTemp,-0.004303173549067276,-0.0043184254191091734,0.002511743726221922,0.002533752377414299,-0.00847662627672446,-2.005018855439187e-4,0.9996372982273456,5202.338974085629,3337.9458870308454,Pieris napi
b_Latitude,-0.0030010629902112087,-0.002944135196987567,0.0033438725434238835,0.003291862746874223,-0.008415726801577159,0.00250713993115648,1.0011257624766443,5158.291601870724,2974.8511689508273,Pieris napi
b_Sexmale,0.02095479752762421,0.02105712027534031,0.004924221998421473,0.004957756493097798,0.012739164765380439,0.02900850311285051,1.000526200883549,4979.484201837927,2949.200479037835,Pieris napi
sigma,0.05346412374358573,0.05340688297969051,0.0017829070107961299,0.0018562605670117357,0.05066384788684616,0.05644080573891426,1.0009023374896082,3229.1970492299783,2874.2854183905547,Pieris napi
Intercept,3.0812208596708714,3.0812498213927766,0.0023362969287855084,0.0023234754775968143,3.077400390978483,3.085104221708051,1.0027754420661674,5577.262163246382,3069.280003796663,Pieris napi
lprior,-3.1569597929598023,-3.1569603425423907,1.8944612464776841e-4,1.8580184677389824e-4,-3.157278464421898,-3.1566496891343956,1.0017864701602899,5575.730181196741,3011.5845214144615,Pieris napi
lp__,721.6768173788668,722.0197419593728,1.7569714080353964,1.6000970000499295,718.2284272722356,723.8595335093191,1.001345800192296,1922.9353732926845,2913.51188526831,Pieris napi
b_Intercept,3.909531075920516,3.9007049879851525,0.27601021369965534,0.27005379988232175,3.4586895899812546,4.371040813166282,1.0015520779239604,4643.999550450327,3034.046871705887,Aglais urticae
b_YearRescale,-0.04902247688912746,-0.04893394499565631,0.018237880425641426,0.018119625512205834,-0.07864851342319196,-0.018626363241293496,0.9996082961367004,4773.474258367769,3086.016117711203,Aglais urticae
b_Wilson_LateTemp,0.004025519183027544,0.004031106227852937,0.0035849853557401077,0.0035806074645328193,-0.001953835722345234,0.009895607192875282,1.0035229944481971,5348.577241133508,3113.029695522946,Aglais urticae
b_Latitude,-0.015030027828245899,-0.014970397943683331,0.005165573906133886,0.005046110132753754,-0.02380425323281361,-0.006696288676161831,1.0017044862236166,4648.520258163285,2981.5782128290284,Aglais urticae
b_Sexmale,-0.055741190688091025,-0.05567654667782275,0.011680260292186011,0.011764465335647144,-0.07486358676689646,-0.03657014426843256,1.0001823295269057,4848.450078209121,2616.168840664006,Aglais urticae
sigma,0.0686548906911283,0.06857391385776684,0.0023961949394079494,0.002380501905060831,0.06476786354199769,0.07269967168652688,1.0028033010003372,4566.94530478736,2875.9167912194766,Aglais urticae
Intercept,3.1154178468317046,3.1154880847927124,0.003311076010728112,0.0032049621260943567,3.109846696074329,3.12083242678867,1.0010427510585589,6026.629682523531,2912.7690902909903,Aglais urticae
lprior,-3.1600399253417635,-3.160042089520755,2.92621493731403e-4,2.846635729151249e-4,-3.1605215279553,-3.159549328864964,1.0012435372979644,5971.51357899887,2968.672802997558,Aglais urticae
lp__,549.2106772571102,549.52696830388345,1.7755037528616546,1.64633713062202,545.8057154670054,551.45928997698,1.0017317478100938,1682.6491444248586,2708.670395993531,Aglais urticae
b_Intercept,-4616845388336370,-3291339764168816,12017663727922492,11349679996655682,-26084188015279632,13221052065872278,1.1121915755744227,46.94110309047789,18.746530368848248,Polyommatus coridon
b_YearRescale,0.04684231642423201,0.045382872721048496,0.07824934076735643,0.07821145300609779,-0.07945040993553372,0.17670243351557383,1.0005399515916782,3395.2969462219444,2821.272829800767,Polyommatus coridon
b_Wilson_LateTemp,0.003235976909292166,0.0032185819041619197,0.0031678509627686203,0.003220139445654563,-0.001953520634275208,0.008407323192566192,1.002879607324169,4689.339058836082,2850.8238970171433,Polyommatus coridon
b_Latitude,88703437557497.27,63236501700711.83,230895339655482,218061370091428.56,-254016036433074.03,501155431519683.44,1.1121759258623583,46.94110309047789,18.746530368848248,Polyommatus coridon
b_Sexmale,0.04312423430372313,0.04322391783136209,0.006745741260292371,0.006831983987352079,0.032038422629897804,0.05418528701213401,1.0005278387071324,3889.4476738155554,2735.269252432065,Polyommatus coridon
sigma,0.06157568428090147,0.06153931267014051,0.00215906447992686,0.0021332228509596102,0.058135171926300806,0.06519511855812239,1.000477438980646,3480.5558239723905,2399.64020476368,Polyommatus coridon
